Date,ZillowNeighborhood,ZHVI_t-1,ZHVI_t-2,ZHVI_t-3,ZHVI_t-4,ZHVI_t-5,ZHVI_t-6,ZHVI_t0,ZHVI_t1,ZHVI_t2
2001-06,Lake View,313800,312900,311900,311000,309900,308500,313800,314900,316000
2001-07,Lake View,314900,313800,312900,311900,311000,309900,314900,316000,317200
2001-08,Lake View,316000,314900,313800,312900,311900,311000,316000,317200,318500
2001-09,Lake View,317200,316000,314900,313800,312900,311900,317200,318500,319800
2001-10,Lake View,318500,317200,316000,314900,313800,312900,318500,319800,321200
2001-11,Lake View,319800,318500,317200,316000,314900,313800,319800,321200,322600
2001-12,Lake View,321200,319800,318500,317200,316000,314900,321200,322600,324000
2002-01,Lake View,322600,321200,319800,318500,317200,316000,322600,324000,325400
2002-02,Lake View,324000,322600,321200,319800,318500,317200,324000,325400,326700
2002-03,Lake View,325400,324000,322600,321200,319800,318500,325400,326700,327700
2002-04,Lake View,326700,325400,324000,322600,321200,319800,326700,327700,328700
2002-05,Lake View,327700,326700,325400,324000,322600,321200,327700,328700,329600
2002-06,Lake View,328700,327700,326700,325400,324000,322600,328700,329600,330500
2002-07,Lake View,329600,328700,327700,326700,325400,324000,329600,330500,331600
2002-08,Lake View,330500,329600,328700,327700,326700,325400,330500,331600,332700
2002-09,Lake View,331600,330500,329600,328700,327700,326700,331600,332700,333900
2002-10,Lake View,332700,331600,330500,329600,328700,327700,332700,333900,335400
2002-11,Lake View,333900,332700,331600,330500,329600,328700,333900,335400,337100
2002-12,Lake View,335400,333900,332700,331600,330500,329600,335400,337100,338800
2003-01,Lake View,337100,335400,333900,332700,331600,330500,337100,338800,340300
2003-02,Lake View,338800,337100,335400,333900,332700,331600,338800,340300,341700
2003-03,Lake View,340300,338800,337100,335400,333900,332700,340300,341700,342800
2003-04,Lake View,341700,340300,338800,337100,335400,333900,341700,342800,343800
2003-05,Lake View,342800,341700,340300,338800,337100,335400,342800,343800,344600
2003-06,Lake View,343800,342800,341700,340300,338800,337100,343800,344600,345400
2003-07,Lake View,344600,343800,342800,341700,340300,338800,344600,345400,346200
2003-08,Lake View,345400,344600,343800,342800,341700,340300,345400,346200,347200
2003-09,Lake View,346200,345400,344600,343800,342800,341700,346200,347200,348300
2003-10,Lake View,347200,346200,345400,344600,343800,342800,347200,348300,349700
2003-11,Lake View,348300,347200,346200,345400,344600,343800,348300,349700,351400
2003-12,Lake View,349700,348300,347200,346200,345400,344600,349700,351400,353300
2004-01,Lake View,351400,349700,348300,347200,346200,345400,351400,353300,355500
2004-02,Lake View,353300,351400,349700,348300,347200,346200,353300,355500,357800
2004-03,Lake View,355500,353300,351400,349700,348300,347200,355500,357800,360200
2004-04,Lake View,357800,355500,353300,351400,349700,348300,357800,360200,362600
2004-05,Lake View,360200,357800,355500,353300,351400,349700,360200,362600,365100
2004-06,Lake View,362600,360200,357800,355500,353300,351400,362600,365100,367500
2004-07,Lake View,365100,362600,360200,357800,355500,353300,365100,367500,369900
2004-08,Lake View,367500,365100,362600,360200,357800,355500,367500,369900,372100
2004-09,Lake View,369900,367500,365100,362600,360200,357800,369900,372100,374000
2004-10,Lake View,372100,369900,367500,365100,362600,360200,372100,374000,375500
2004-11,Lake View,374000,372100,369900,367500,365100,362600,374000,375500,376500
2004-12,Lake View,375500,374000,372100,369900,367500,365100,375500,376500,377200
2005-01,Lake View,376500,375500,374000,372100,369900,367500,376500,377200,377900
2005-02,Lake View,377200,376500,375500,374000,372100,369900,377200,377900,378900
2005-03,Lake View,377900,377200,376500,375500,374000,372100,377900,378900,380300
2005-04,Lake View,378900,377900,377200,376500,375500,374000,378900,380300,382100
2005-05,Lake View,380300,378900,377900,377200,376500,375500,380300,382100,384100
2005-06,Lake View,382100,380300,378900,377900,377200,376500,382100,384100,386200
2005-07,Lake View,384100,382100,380300,378900,377900,377200,384100,386200,388300
2005-08,Lake View,386200,384100,382100,380300,378900,377900,386200,388300,390400
2005-09,Lake View,388300,386200,384100,382100,380300,378900,388300,390400,392300
2005-10,Lake View,390400,388300,386200,384100,382100,380300,390400,392300,393900
2005-11,Lake View,392300,390400,388300,386200,384100,382100,392300,393900,395200
2005-12,Lake View,393900,392300,390400,388300,386200,384100,393900,395200,396200
2006-01,Lake View,395200,393900,392300,390400,388300,386200,395200,396200,397000
2006-02,Lake View,396200,395200,393900,392300,390400,388300,396200,397000,397600
2006-03,Lake View,397000,396200,395200,393900,392300,390400,397000,397600,397800
2006-04,Lake View,397600,397000,396200,395200,393900,392300,397600,397800,397700
2006-05,Lake View,397800,397600,397000,396200,395200,393900,397800,397700,397400
2006-06,Lake View,397700,397800,397600,397000,396200,395200,397700,397400,396800
2006-07,Lake View,397400,397700,397800,397600,397000,396200,397400,396800,396200
2006-08,Lake View,396800,397400,397700,397800,397600,397000,396800,396200,395800
2006-09,Lake View,396200,396800,397400,397700,397800,397600,396200,395800,395600
2006-10,Lake View,395800,396200,396800,397400,397700,397800,395800,395600,395500
2006-11,Lake View,395600,395800,396200,396800,397400,397700,395600,395500,395500
2006-12,Lake View,395500,395600,395800,396200,396800,397400,395500,395500,395600
2007-01,Lake View,395500,395500,395600,395800,396200,396800,395500,395600,395500
2007-02,Lake View,395600,395500,395500,395600,395800,396200,395600,395500,395100
2007-03,Lake View,395500,395600,395500,395500,395600,395800,395500,395100,394300
2007-04,Lake View,395100,395500,395600,395500,395500,395600,395100,394300,393300
2007-05,Lake View,394300,395100,395500,395600,395500,395500,394300,393300,392500
2007-06,Lake View,393300,394300,395100,395500,395600,395500,393300,392500,391800
2007-07,Lake View,392500,393300,394300,395100,395500,395600,392500,391800,391200
2007-08,Lake View,391800,392500,393300,394300,395100,395500,391800,391200,390800
2007-09,Lake View,391200,391800,392500,393300,394300,395100,391200,390800,390000
2007-10,Lake View,390800,391200,391800,392500,393300,394300,390800,390000,388700
2007-11,Lake View,390000,390800,391200,391800,392500,393300,390000,388700,387000
2007-12,Lake View,388700,390000,390800,391200,391800,392500,388700,387000,385300
2008-01,Lake View,387000,388700,390000,390800,391200,391800,387000,385300,383800
2008-02,Lake View,385300,387000,388700,390000,390800,391200,385300,383800,382400
2008-03,Lake View,383800,385300,387000,388700,390000,390800,383800,382400,380900
2008-04,Lake View,382400,383800,385300,387000,388700,390000,382400,380900,379400
2008-05,Lake View,380900,382400,383800,385300,387000,388700,380900,379400,377300
2008-06,Lake View,379400,380900,382400,383800,385300,387000,379400,377300,374700
2008-07,Lake View,377300,379400,380900,382400,383800,385300,377300,374700,372100
2008-08,Lake View,374700,377300,379400,380900,382400,383800,374700,372100,370100
2008-09,Lake View,372100,374700,377300,379400,380900,382400,372100,370100,368300
2008-10,Lake View,370100,372100,374700,377300,379400,380900,370100,368300,366300
2008-11,Lake View,368300,370100,372100,374700,377300,379400,368300,366300,364300
2008-12,Lake View,366300,368300,370100,372100,374700,377300,366300,364300,362500
2009-01,Lake View,364300,366300,368300,370100,372100,374700,364300,362500,360200
2009-02,Lake View,362500,364300,366300,368300,370100,372100,362500,360200,357100
2009-03,Lake View,360200,362500,364300,366300,368300,370100,360200,357100,353500
2009-04,Lake View,357100,360200,362500,364300,366300,368300,357100,353500,350200
2009-05,Lake View,353500,357100,360200,362500,364300,366300,353500,350200,348200
2009-06,Lake View,350200,353500,357100,360200,362500,364300,350200,348200,347400
2009-07,Lake View,348200,350200,353500,357100,360200,362500,348200,347400,347300
2009-08,Lake View,347400,348200,350200,353500,357100,360200,347400,347300,348000
2009-09,Lake View,347300,347400,348200,350200,353500,357100,347300,348000,348900
2009-10,Lake View,348000,347300,347400,348200,350200,353500,348000,348900,350100
2009-11,Lake View,348900,348000,347300,347400,348200,350200,348900,350100,351400
2009-12,Lake View,350100,348900,348000,347300,347400,348200,350100,351400,352500
2010-01,Lake View,351400,350100,348900,348000,347300,347400,351400,352500,352300
2010-02,Lake View,352500,351400,350100,348900,348000,347300,352500,352300,351600
2010-03,Lake View,352300,352500,351400,350100,348900,348000,352300,351600,352100
2010-04,Lake View,351600,352300,352500,351400,350100,348900,351600,352100,352300
2010-05,Lake View,352100,351600,352300,352500,351400,350100,352100,352300,349700
2010-06,Lake View,352300,352100,351600,352300,352500,351400,352300,349700,346400
2010-07,Lake View,349700,352300,352100,351600,352300,352500,349700,346400,343600
2010-08,Lake View,346400,349700,352300,352100,351600,352300,346400,343600,339500
2010-09,Lake View,343600,346400,349700,352300,352100,351600,343600,339500,335900
2010-10,Lake View,339500,343600,346400,349700,352300,352100,339500,335900,333100
2010-11,Lake View,335900,339500,343600,346400,349700,352300,335900,333100,331700
2010-12,Lake View,333100,335900,339500,343600,346400,349700,333100,331700,331000
2011-01,Lake View,331700,333100,335900,339500,343600,346400,331700,331000,329300
2011-02,Lake View,331000,331700,333100,335900,339500,343600,331000,329300,326000
2011-03,Lake View,329300,331000,331700,333100,335900,339500,329300,326000,322800
2011-04,Lake View,326000,329300,331000,331700,333100,335900,326000,322800,320200
2011-05,Lake View,322800,326000,329300,331000,331700,333100,322800,320200,319000
2011-06,Lake View,320200,322800,326000,329300,331000,331700,320200,319000,318900
2011-07,Lake View,319000,320200,322800,326000,329300,331000,319000,318900,318500
2011-08,Lake View,318900,319000,320200,322800,326000,329300,318900,318500,318300
2011-09,Lake View,318500,318900,319000,320200,322800,326000,318500,318300,318200
2011-10,Lake View,318300,318500,318900,319000,320200,322800,318300,318200,319200
2011-11,Lake View,318200,318300,318500,318900,319000,320200,318200,319200,318800
2011-12,Lake View,319200,318200,318300,318500,318900,319000,319200,318800,316400
2012-01,Lake View,318800,319200,318200,318300,318500,318900,318800,316400,314800
2012-02,Lake View,316400,318800,319200,318200,318300,318500,316400,314800,315800
2012-03,Lake View,314800,316400,318800,319200,318200,318300,314800,315800,316500
2012-04,Lake View,315800,314800,316400,318800,319200,318200,315800,316500,317200
2012-05,Lake View,316500,315800,314800,316400,318800,319200,316500,317200,318700
2012-06,Lake View,317200,316500,315800,314800,316400,318800,317200,318700,320100
2012-07,Lake View,318700,317200,316500,315800,314800,316400,318700,320100,320500
2012-08,Lake View,320100,318700,317200,316500,315800,314800,320100,320500,320600
2012-09,Lake View,320500,320100,318700,317200,316500,315800,320500,320600,320800
2012-10,Lake View,320600,320500,320100,318700,317200,316500,320600,320800,320800
2012-11,Lake View,320800,320600,320500,320100,318700,317200,320800,320800,321400
2012-12,Lake View,320800,320800,320600,320500,320100,318700,320800,321400,322900
2013-01,Lake View,321400,320800,320800,320600,320500,320100,321400,322900,325800
2013-02,Lake View,322900,321400,320800,320800,320600,320500,322900,325800,329500
2013-03,Lake View,325800,322900,321400,320800,320800,320600,325800,329500,333900
2013-04,Lake View,329500,325800,322900,321400,320800,320800,329500,333900,339000
2013-05,Lake View,333900,329500,325800,322900,321400,320800,333900,339000,344400
2013-06,Lake View,339000,333900,329500,325800,322900,321400,339000,344400,348600
2013-07,Lake View,344400,339000,333900,329500,325800,322900,344400,348600,351800
2013-08,Lake View,348600,344400,339000,333900,329500,325800,348600,351800,353700
2013-09,Lake View,351800,348600,344400,339000,333900,329500,351800,353700,354300
2013-10,Lake View,353700,351800,348600,344400,339000,333900,353700,354300,354700
2013-11,Lake View,354300,353700,351800,348600,344400,339000,354300,354700,354800
2013-12,Lake View,354700,354300,353700,351800,348600,344400,354700,354800,355000
2014-01,Lake View,354800,354700,354300,353700,351800,348600,354800,355000,356300
2014-02,Lake View,355000,354800,354700,354300,353700,351800,355000,356300,357800
2014-03,Lake View,356300,355000,354800,354700,354300,353700,356300,357800,358400
2014-04,Lake View,357800,356300,355000,354800,354700,354300,357800,358400,359100
2014-05,Lake View,358400,357800,356300,355000,354800,354700,358400,359100,360500
2014-06,Lake View,359100,358400,357800,356300,355000,354800,359100,360500,362000
2014-07,Lake View,360500,359100,358400,357800,356300,355000,360500,362000,363100
2014-08,Lake View,362000,360500,359100,358400,357800,356300,362000,363100,363900
2014-09,Lake View,363100,362000,360500,359100,358400,357800,363100,363900,364500
2014-10,Lake View,363900,363100,362000,360500,359100,358400,363900,364500,364500
2014-11,Lake View,364500,363900,363100,362000,360500,359100,364500,364500,364300
2014-12,Lake View,364500,364500,363900,363100,362000,360500,364500,364300,364700
2015-01,Lake View,364300,364500,364500,363900,363100,362000,364300,364700,366600
2015-02,Lake View,364700,364300,364500,364500,363900,363100,364700,366600,368800
2015-03,Lake View,366600,364700,364300,364500,364500,363900,366600,368800,370100
2015-04,Lake View,368800,366600,364700,364300,364500,364500,368800,370100,370900
2015-05,Lake View,370100,368800,366600,364700,364300,364500,370100,370900,370800
2015-06,Lake View,370900,370100,368800,366600,364700,364300,370900,370800,370000
2015-07,Lake View,370800,370900,370100,368800,366600,364700,370800,370000,370200
2015-08,Lake View,370000,370800,370900,370100,368800,366600,370000,370200,372200
2015-09,Lake View,370200,370000,370800,370900,370100,368800,370200,372200,374400
2015-10,Lake View,372200,370200,370000,370800,370900,370100,372200,374400,375800
2015-11,Lake View,374400,372200,370200,370000,370800,370900,374400,375800,377200
2015-12,Lake View,375800,374400,372200,370200,370000,370800,375800,377200,379100
2016-01,Lake View,377200,375800,374400,372200,370200,370000,377200,379100,380700
2016-02,Lake View,379100,377200,375800,374400,372200,370200,379100,380700,382400
2016-03,Lake View,380700,379100,377200,375800,374400,372200,380700,382400,384700
2016-04,Lake View,382400,380700,379100,377200,375800,374400,382400,384700,385900
2016-05,Lake View,384700,382400,380700,379100,377200,375800,384700,385900,386200
2016-06,Lake View,385900,384700,382400,380700,379100,377200,385900,386200,388000
2016-07,Lake View,386200,385900,384700,382400,380700,379100,386200,388000,390600
2016-08,Lake View,388000,386200,385900,384700,382400,380700,388000,390600,392800
2016-09,Lake View,390600,388000,386200,385900,384700,382400,390600,392800,395300
2016-10,Lake View,392800,390600,388000,386200,385900,384700,392800,395300,397000
2016-11,Lake View,395300,392800,390600,388000,386200,385900,395300,397000,397500
2016-12,Lake View,397000,395300,392800,390600,388000,386200,397000,397500,398100
2017-01,Lake View,397500,397000,395300,392800,390600,388000,397500,398100,399300
2017-02,Lake View,398100,397500,397000,395300,392800,390600,398100,399300,400900
2017-03,Lake View,399300,398100,397500,397000,395300,392800,399300,400900,402700
2017-04,Lake View,400900,399300,398100,397500,397000,395300,400900,402700,404700
2017-05,Lake View,402700,400900,399300,398100,397500,397000,402700,404700,406400
2017-06,Lake View,404700,402700,400900,399300,398100,397500,404700,406400,407300
2017-07,Lake View,406400,404700,402700,400900,399300,398100,406400,407300,408000
2017-08,Lake View,407300,406400,404700,402700,400900,399300,407300,408000,408700
2017-09,Lake View,408000,407300,406400,404700,402700,400900,408000,408700,408900
2017-10,Lake View,408700,408000,407300,406400,404700,402700,408700,408900,409100
2017-11,Lake View,408900,408700,408000,407300,406400,404700,408900,409100,412100
2017-12,Lake View,409100,408900,408700,408000,407300,406400,409100,412100,415800
2018-01,Lake View,412100,409100,408900,408700,408000,407300,412100,415800,416900
2018-02,Lake View,415800,412100,409100,408900,408700,408000,415800,416900,416400
2018-03,Lake View,416900,415800,412100,409100,408900,408700,416900,416400,417700
2018-04,Lake View,416400,416900,415800,412100,409100,408900,416400,417700,418600
2018-05,Lake View,417700,416400,416900,415800,412100,409100,417700,418600,418200
2018-06,Lake View,418600,417700,416400,416900,415800,412100,418600,418200,418200
2018-07,Lake View,418200,418600,417700,416400,416900,415800,418200,418200,418000
2018-08,Lake View,418200,418200,418600,417700,416400,416900,418200,418000,417500
2018-09,Lake View,418000,418200,418200,418600,417700,416400,418000,417500,418100
2018-10,Lake View,417500,418000,418200,418200,418600,417700,417500,418100,418600
2018-11,Lake View,418100,417500,418000,418200,418200,418600,418100,418600,419100
2018-12,Lake View,418600,418100,417500,418000,418200,418200,418600,419100,420600
2019-01,Lake View,419100,418600,418100,417500,418000,418200,419100,420600,421500
2019-02,Lake View,420600,419100,418600,418100,417500,418000,420600,421500,420400
2019-03,Lake View,421500,420600,419100,418600,418100,417500,421500,420400,418600
2019-04,Lake View,420400,421500,420600,419100,418600,418100,420400,418600,417000
2019-05,Lake View,418600,420400,421500,420600,419100,418600,418600,417000,415500
2019-06,Lake View,417000,418600,420400,421500,420600,419100,417000,415500,413700
2001-06,Longwood Manor,103100,102700,102300,101800,101400,100900,103100,103500,103900
2001-07,Longwood Manor,103500,103100,102700,102300,101800,101400,103500,103900,104400
2001-08,Longwood Manor,103900,103500,103100,102700,102300,101800,103900,104400,104900
2001-09,Longwood Manor,104400,103900,103500,103100,102700,102300,104400,104900,105400
2001-10,Longwood Manor,104900,104400,103900,103500,103100,102700,104900,105400,106000
2001-11,Longwood Manor,105400,104900,104400,103900,103500,103100,105400,106000,106600
2001-12,Longwood Manor,106000,105400,104900,104400,103900,103500,106000,106600,107100
2002-01,Longwood Manor,106600,106000,105400,104900,104400,103900,106600,107100,107600
2002-02,Longwood Manor,107100,106600,106000,105400,104900,104400,107100,107600,108000
2002-03,Longwood Manor,107600,107100,106600,106000,105400,104900,107600,108000,108400
2002-04,Longwood Manor,108000,107600,107100,106600,106000,105400,108000,108400,108700
2002-05,Longwood Manor,108400,108000,107600,107100,106600,106000,108400,108700,109100
2002-06,Longwood Manor,108700,108400,108000,107600,107100,106600,108700,109100,109500
2002-07,Longwood Manor,109100,108700,108400,108000,107600,107100,109100,109500,109900
2002-08,Longwood Manor,109500,109100,108700,108400,108000,107600,109500,109900,110400
2002-09,Longwood Manor,109900,109500,109100,108700,108400,108000,109900,110400,110900
2002-10,Longwood Manor,110400,109900,109500,109100,108700,108400,110400,110900,111300
2002-11,Longwood Manor,110900,110400,109900,109500,109100,108700,110900,111300,111900
2002-12,Longwood Manor,111300,110900,110400,109900,109500,109100,111300,111900,112800
2003-01,Longwood Manor,111900,111300,110900,110400,109900,109500,111900,112800,113800
2003-02,Longwood Manor,112800,111900,111300,110900,110400,109900,112800,113800,114900
2003-03,Longwood Manor,113800,112800,111900,111300,110900,110400,113800,114900,116200
2003-04,Longwood Manor,114900,113800,112800,111900,111300,110900,114900,116200,117600
2003-05,Longwood Manor,116200,114900,113800,112800,111900,111300,116200,117600,119000
2003-06,Longwood Manor,117600,116200,114900,113800,112800,111900,117600,119000,120200
2003-07,Longwood Manor,119000,117600,116200,114900,113800,112800,119000,120200,121300
2003-08,Longwood Manor,120200,119000,117600,116200,114900,113800,120200,121300,122000
2003-09,Longwood Manor,121300,120200,119000,117600,116200,114900,121300,122000,122600
2003-10,Longwood Manor,122000,121300,120200,119000,117600,116200,122000,122600,123100
2003-11,Longwood Manor,122600,122000,121300,120200,119000,117600,122600,123100,123600
2003-12,Longwood Manor,123100,122600,122000,121300,120200,119000,123100,123600,124200
2004-01,Longwood Manor,123600,123100,122600,122000,121300,120200,123600,124200,125000
2004-02,Longwood Manor,124200,123600,123100,122600,122000,121300,124200,125000,126000
2004-03,Longwood Manor,125000,124200,123600,123100,122600,122000,125000,126000,126900
2004-04,Longwood Manor,126000,125000,124200,123600,123100,122600,126000,126900,127800
2004-05,Longwood Manor,126900,126000,125000,124200,123600,123100,126900,127800,128500
2004-06,Longwood Manor,127800,126900,126000,125000,124200,123600,127800,128500,129400
2004-07,Longwood Manor,128500,127800,126900,126000,125000,124200,128500,129400,130300
2004-08,Longwood Manor,129400,128500,127800,126900,126000,125000,129400,130300,131200
2004-09,Longwood Manor,130300,129400,128500,127800,126900,126000,130300,131200,132100
2004-10,Longwood Manor,131200,130300,129400,128500,127800,126900,131200,132100,133100
2004-11,Longwood Manor,132100,131200,130300,129400,128500,127800,132100,133100,134100
2004-12,Longwood Manor,133100,132100,131200,130300,129400,128500,133100,134100,135000
2005-01,Longwood Manor,134100,133100,132100,131200,130300,129400,134100,135000,135800
2005-02,Longwood Manor,135000,134100,133100,132100,131200,130300,135000,135800,136600
2005-03,Longwood Manor,135800,135000,134100,133100,132100,131200,135800,136600,137700
2005-04,Longwood Manor,136600,135800,135000,134100,133100,132100,136600,137700,138900
2005-05,Longwood Manor,137700,136600,135800,135000,134100,133100,137700,138900,140200
2005-06,Longwood Manor,138900,137700,136600,135800,135000,134100,138900,140200,141500
2005-07,Longwood Manor,140200,138900,137700,136600,135800,135000,140200,141500,142700
2005-08,Longwood Manor,141500,140200,138900,137700,136600,135800,141500,142700,144100
2005-09,Longwood Manor,142700,141500,140200,138900,137700,136600,142700,144100,145500
2005-10,Longwood Manor,144100,142700,141500,140200,138900,137700,144100,145500,146900
2005-11,Longwood Manor,145500,144100,142700,141500,140200,138900,145500,146900,148200
2005-12,Longwood Manor,146900,145500,144100,142700,141500,140200,146900,148200,149500
2006-01,Longwood Manor,148200,146900,145500,144100,142700,141500,148200,149500,150600
2006-02,Longwood Manor,149500,148200,146900,145500,144100,142700,149500,150600,151400
2006-03,Longwood Manor,150600,149500,148200,146900,145500,144100,150600,151400,151800
2006-04,Longwood Manor,151400,150600,149500,148200,146900,145500,151400,151800,152000
2006-05,Longwood Manor,151800,151400,150600,149500,148200,146900,151800,152000,152300
2006-06,Longwood Manor,152000,151800,151400,150600,149500,148200,152000,152300,152600
2006-07,Longwood Manor,152300,152000,151800,151400,150600,149500,152300,152600,152900
2006-08,Longwood Manor,152600,152300,152000,151800,151400,150600,152600,152900,153100
2006-09,Longwood Manor,152900,152600,152300,152000,151800,151400,152900,153100,153200
2006-10,Longwood Manor,153100,152900,152600,152300,152000,151800,153100,153200,153300
2006-11,Longwood Manor,153200,153100,152900,152600,152300,152000,153200,153300,153400
2006-12,Longwood Manor,153300,153200,153100,152900,152600,152300,153300,153400,153600
2007-01,Longwood Manor,153400,153300,153200,153100,152900,152600,153400,153600,154000
2007-02,Longwood Manor,153600,153400,153300,153200,153100,152900,153600,154000,154300
2007-03,Longwood Manor,154000,153600,153400,153300,153200,153100,154000,154300,154700
2007-04,Longwood Manor,154300,154000,153600,153400,153300,153200,154300,154700,155200
2007-05,Longwood Manor,154700,154300,154000,153600,153400,153300,154700,155200,155800
2007-06,Longwood Manor,155200,154700,154300,154000,153600,153400,155200,155800,156300
2007-07,Longwood Manor,155800,155200,154700,154300,154000,153600,155800,156300,156700
2007-08,Longwood Manor,156300,155800,155200,154700,154300,154000,156300,156700,157300
2007-09,Longwood Manor,156700,156300,155800,155200,154700,154300,156700,157300,157900
2007-10,Longwood Manor,157300,156700,156300,155800,155200,154700,157300,157900,158100
2007-11,Longwood Manor,157900,157300,156700,156300,155800,155200,157900,158100,157700
2007-12,Longwood Manor,158100,157900,157300,156700,156300,155800,158100,157700,157100
2008-01,Longwood Manor,157700,158100,157900,157300,156700,156300,157700,157100,156200
2008-02,Longwood Manor,157100,157700,158100,157900,157300,156700,157100,156200,155000
2008-03,Longwood Manor,156200,157100,157700,158100,157900,157300,156200,155000,153900
2008-04,Longwood Manor,155000,156200,157100,157700,158100,157900,155000,153900,153200
2008-05,Longwood Manor,153900,155000,156200,157100,157700,158100,153900,153200,152200
2008-06,Longwood Manor,153200,153900,155000,156200,157100,157700,153200,152200,150800
2008-07,Longwood Manor,152200,153200,153900,155000,156200,157100,152200,150800,149100
2008-08,Longwood Manor,150800,152200,153200,153900,155000,156200,150800,149100,148000
2008-09,Longwood Manor,149100,150800,152200,153200,153900,155000,149100,148000,146700
2008-10,Longwood Manor,148000,149100,150800,152200,153200,153900,148000,146700,145200
2008-11,Longwood Manor,146700,148000,149100,150800,152200,153200,146700,145200,143700
2008-12,Longwood Manor,145200,146700,148000,149100,150800,152200,145200,143700,142400
2009-01,Longwood Manor,143700,145200,146700,148000,149100,150800,143700,142400,140700
2009-02,Longwood Manor,142400,143700,145200,146700,148000,149100,142400,140700,138500
2009-03,Longwood Manor,140700,142400,143700,145200,146700,148000,140700,138500,136000
2009-04,Longwood Manor,138500,140700,142400,143700,145200,146700,138500,136000,134200
2009-05,Longwood Manor,136000,138500,140700,142400,143700,145200,136000,134200,133500
2009-06,Longwood Manor,134200,136000,138500,140700,142400,143700,134200,133500,133600
2009-07,Longwood Manor,133500,134200,136000,138500,140700,142400,133500,133600,134100
2009-08,Longwood Manor,133600,133500,134200,136000,138500,140700,133600,134100,135100
2009-09,Longwood Manor,134100,133600,133500,134200,136000,138500,134100,135100,136200
2009-10,Longwood Manor,135100,134100,133600,133500,134200,136000,135100,136200,136900
2009-11,Longwood Manor,136200,135100,134100,133600,133500,134200,136200,136900,138200
2009-12,Longwood Manor,136900,136200,135100,134100,133600,133500,136900,138200,139100
2010-01,Longwood Manor,138200,136900,136200,135100,134100,133600,138200,139100,139600
2010-02,Longwood Manor,139100,138200,136900,136200,135100,134100,139100,139600,140300
2010-03,Longwood Manor,139600,139100,138200,136900,136200,135100,139600,140300,140800
2010-04,Longwood Manor,140300,139600,139100,138200,136900,136200,140300,140800,139000
2010-05,Longwood Manor,140800,140300,139600,139100,138200,136900,140800,139000,136500
2010-06,Longwood Manor,139000,140800,140300,139600,139100,138200,139000,136500,134700
2010-07,Longwood Manor,136500,139000,140800,140300,139600,139100,136500,134700,132600
2010-08,Longwood Manor,134700,136500,139000,140800,140300,139600,134700,132600,129400
2010-09,Longwood Manor,132600,134700,136500,139000,140800,140300,132600,129400,126500
2010-10,Longwood Manor,129400,132600,134700,136500,139000,140800,129400,126500,124600
2010-11,Longwood Manor,126500,129400,132600,134700,136500,139000,126500,124600,123500
2010-12,Longwood Manor,124600,126500,129400,132600,134700,136500,124600,123500,122700
2011-01,Longwood Manor,123500,124600,126500,129400,132600,134700,123500,122700,121300
2011-02,Longwood Manor,122700,123500,124600,126500,129400,132600,122700,121300,119400
2011-03,Longwood Manor,121300,122700,123500,124600,126500,129400,121300,119400,117900
2011-04,Longwood Manor,119400,121300,122700,123500,124600,126500,119400,117900,116400
2011-05,Longwood Manor,117900,119400,121300,122700,123500,124600,117900,116400,115400
2011-06,Longwood Manor,116400,117900,119400,121300,122700,123500,116400,115400,115400
2011-07,Longwood Manor,115400,116400,117900,119400,121300,122700,115400,115400,115800
2011-08,Longwood Manor,115400,115400,116400,117900,119400,121300,115400,115800,115500
2011-09,Longwood Manor,115800,115400,115400,116400,117900,119400,115800,115500,114900
2011-10,Longwood Manor,115500,115800,115400,115400,116400,117900,115500,114900,114700
2011-11,Longwood Manor,114900,115500,115800,115400,115400,116400,114900,114700,114500
2011-12,Longwood Manor,114700,114900,115500,115800,115400,115400,114700,114500,114300
2012-01,Longwood Manor,114500,114700,114900,115500,115800,115400,114500,114300,115300
2012-02,Longwood Manor,114300,114500,114700,114900,115500,115800,114300,115300,116400
2012-03,Longwood Manor,115300,114300,114500,114700,114900,115500,115300,116400,116700
2012-04,Longwood Manor,116400,115300,114300,114500,114700,114900,116400,116700,117500
2012-05,Longwood Manor,116700,116400,115300,114300,114500,114700,116700,117500,118100
2012-06,Longwood Manor,117500,116700,116400,115300,114300,114500,117500,118100,117700
2012-07,Longwood Manor,118100,117500,116700,116400,115300,114300,118100,117700,118100
2012-08,Longwood Manor,117700,118100,117500,116700,116400,115300,117700,118100,118600
2012-09,Longwood Manor,118100,117700,118100,117500,116700,116400,118100,118600,118200
2012-10,Longwood Manor,118600,118100,117700,118100,117500,116700,118600,118200,117300
2012-11,Longwood Manor,118200,118600,118100,117700,118100,117500,118200,117300,117000
2012-12,Longwood Manor,117300,118200,118600,118100,117700,118100,117300,117000,116200
2013-01,Longwood Manor,117000,117300,118200,118600,118100,117700,117000,116200,115600
2013-02,Longwood Manor,116200,117000,117300,118200,118600,118100,116200,115600,114900
2013-03,Longwood Manor,115600,116200,117000,117300,118200,118600,115600,114900,113800
2013-04,Longwood Manor,114900,115600,116200,117000,117300,118200,114900,113800,112700
2013-05,Longwood Manor,113800,114900,115600,116200,117000,117300,113800,112700,112400
2013-06,Longwood Manor,112700,113800,114900,115600,116200,117000,112700,112400,111900
2013-07,Longwood Manor,112400,112700,113800,114900,115600,116200,112400,111900,111000
