Date,ZillowNeighborhood,ZHVI_t-1,ZHVI_t-2,ZHVI_t-3,ZHVI_t-4,ZHVI_t-5,ZHVI_t-6,ZHVI_t0,ZHVI_t1,ZHVI_t2
2016-12,Heart of Chicago,227400,224100,222000,214400,205300,200900,227400,226200,217700
2017-01,Heart of Chicago,226200,227400,224100,222000,214400,205300,226200,217700,209400
2017-02,Heart of Chicago,217700,226200,227400,224100,222000,214400,217700,209400,205900
2017-03,Heart of Chicago,209400,217700,226200,227400,224100,222000,209400,205900,202700
2017-04,Heart of Chicago,205900,209400,217700,226200,227400,224100,205900,202700,198300
2017-05,Heart of Chicago,202700,205900,209400,217700,226200,227400,202700,198300,196900
2017-06,Heart of Chicago,198300,202700,205900,209400,217700,226200,198300,196900,197000
2017-07,Heart of Chicago,196900,198300,202700,205900,209400,217700,196900,197000,193900
2017-08,Heart of Chicago,197000,196900,198300,202700,205900,209400,197000,193900,192800
2017-09,Heart of Chicago,193900,197000,196900,198300,202700,205900,193900,192800,198800
2017-10,Heart of Chicago,192800,193900,197000,196900,198300,202700,192800,198800,203400
2017-11,Heart of Chicago,198800,192800,193900,197000,196900,198300,198800,203400,205600
2017-12,Heart of Chicago,203400,198800,192800,193900,197000,196900,203400,205600,210700
2018-01,Heart of Chicago,205600,203400,198800,192800,193900,197000,205600,210700,215400
2018-02,Heart of Chicago,210700,205600,203400,198800,192800,193900,210700,215400,216700
2018-03,Heart of Chicago,215400,210700,205600,203400,198800,192800,215400,216700,218300
2018-04,Heart of Chicago,216700,215400,210700,205600,203400,198800,216700,218300,220400
2018-05,Heart of Chicago,218300,216700,215400,210700,205600,203400,218300,220400,223200
2018-06,Heart of Chicago,220400,218300,216700,215400,210700,205600,220400,223200,228800
2018-07,Heart of Chicago,223200,220400,218300,216700,215400,210700,223200,228800,237400
2018-08,Heart of Chicago,228800,223200,220400,218300,216700,215400,228800,237400,244100
2018-09,Heart of Chicago,237400,228800,223200,220400,218300,216700,237400,244100,248900
2018-10,Heart of Chicago,244100,237400,228800,223200,220400,218300,244100,248900,254000
2018-11,Heart of Chicago,248900,244100,237400,228800,223200,220400,248900,254000,260100
2018-12,Heart of Chicago,254000,248900,244100,237400,228800,223200,254000,260100,264500
2019-01,Heart of Chicago,260100,254000,248900,244100,237400,228800,260100,264500,266300
2019-02,Heart of Chicago,264500,260100,254000,248900,244100,237400,264500,266300,266900
2019-03,Heart of Chicago,266300,264500,260100,254000,248900,244100,266300,266900,266700
2019-04,Heart of Chicago,266900,266300,264500,260100,254000,248900,266900,266700,263700
2019-05,Heart of Chicago,266700,266900,266300,264500,260100,254000,266700,263700,259500
2019-06,Heart of Chicago,263700,266700,266900,266300,264500,260100,263700,259500,255500
2001-06,Humboldt Park,153700,151800,149900,148000,146000,144000,153700,155600,157400
2001-07,Humboldt Park,155600,153700,151800,149900,148000,146000,155600,157400,159200
2001-08,Humboldt Park,157400,155600,153700,151800,149900,148000,157400,159200,160900
2001-09,Humboldt Park,159200,157400,155600,153700,151800,149900,159200,160900,162500
2001-10,Humboldt Park,160900,159200,157400,155600,153700,151800,160900,162500,164000
2001-11,Humboldt Park,162500,160900,159200,157400,155600,153700,162500,164000,165500
2001-12,Humboldt Park,164000,162500,160900,159200,157400,155600,164000,165500,166800
2002-01,Humboldt Park,165500,164000,162500,160900,159200,157400,165500,166800,168100
2002-02,Humboldt Park,166800,165500,164000,162500,160900,159200,166800,168100,169400
2002-03,Humboldt Park,168100,166800,165500,164000,162500,160900,168100,169400,170600
2002-04,Humboldt Park,169400,168100,166800,165500,164000,162500,169400,170600,172000
2002-05,Humboldt Park,170600,169400,168100,166800,165500,164000,170600,172000,173400
2002-06,Humboldt Park,172000,170600,169400,168100,166800,165500,172000,173400,174900
2002-07,Humboldt Park,173400,172000,170600,169400,168100,166800,173400,174900,176400
2002-08,Humboldt Park,174900,173400,172000,170600,169400,168100,174900,176400,178000
2002-09,Humboldt Park,176400,174900,173400,172000,170600,169400,176400,178000,179600
2002-10,Humboldt Park,178000,176400,174900,173400,172000,170600,178000,179600,181300
2002-11,Humboldt Park,179600,178000,176400,174900,173400,172000,179600,181300,183000
2002-12,Humboldt Park,181300,179600,178000,176400,174900,173400,181300,183000,184600
2003-01,Humboldt Park,183000,181300,179600,178000,176400,174900,183000,184600,186400
2003-02,Humboldt Park,184600,183000,181300,179600,178000,176400,184600,186400,188300
2003-03,Humboldt Park,186400,184600,183000,181300,179600,178000,186400,188300,189900
2003-04,Humboldt Park,188300,186400,184600,183000,181300,179600,188300,189900,191200
2003-05,Humboldt Park,189900,188300,186400,184600,183000,181300,189900,191200,192100
2003-06,Humboldt Park,191200,189900,188300,186400,184600,183000,191200,192100,192900
2003-07,Humboldt Park,192100,191200,189900,188300,186400,184600,192100,192900,193800
2003-08,Humboldt Park,192900,192100,191200,189900,188300,186400,192900,193800,195200
2003-09,Humboldt Park,193800,192900,192100,191200,189900,188300,193800,195200,197000
2003-10,Humboldt Park,195200,193800,192900,192100,191200,189900,195200,197000,199500
2003-11,Humboldt Park,197000,195200,193800,192900,192100,191200,197000,199500,202400
2003-12,Humboldt Park,199500,197000,195200,193800,192900,192100,199500,202400,205500
2004-01,Humboldt Park,202400,199500,197000,195200,193800,192900,202400,205500,208700
2004-02,Humboldt Park,205500,202400,199500,197000,195200,193800,205500,208700,211900
2004-03,Humboldt Park,208700,205500,202400,199500,197000,195200,208700,211900,215000
2004-04,Humboldt Park,211900,208700,205500,202400,199500,197000,211900,215000,218100
2004-05,Humboldt Park,215000,211900,208700,205500,202400,199500,215000,218100,221000
2004-06,Humboldt Park,218100,215000,211900,208700,205500,202400,218100,221000,223700
2004-07,Humboldt Park,221000,218100,215000,211900,208700,205500,221000,223700,226300
2004-08,Humboldt Park,223700,221000,218100,215000,211900,208700,223700,226300,228600
2004-09,Humboldt Park,226300,223700,221000,218100,215000,211900,226300,228600,230600
2004-10,Humboldt Park,228600,226300,223700,221000,218100,215000,228600,230600,232300
2004-11,Humboldt Park,230600,228600,226300,223700,221000,218100,230600,232300,233700
2004-12,Humboldt Park,232300,230600,228600,226300,223700,221000,232300,233700,235000
2005-01,Humboldt Park,233700,232300,230600,228600,226300,223700,233700,235000,236400
2005-02,Humboldt Park,235000,233700,232300,230600,228600,226300,235000,236400,238400
2005-03,Humboldt Park,236400,235000,233700,232300,230600,228600,236400,238400,241000
2005-04,Humboldt Park,238400,236400,235000,233700,232300,230600,238400,241000,244100
2005-05,Humboldt Park,241000,238400,236400,235000,233700,232300,241000,244100,247600
2005-06,Humboldt Park,244100,241000,238400,236400,235000,233700,244100,247600,251200
2005-07,Humboldt Park,247600,244100,241000,238400,236400,235000,247600,251200,254700
2005-08,Humboldt Park,251200,247600,244100,241000,238400,236400,251200,254700,258100
2005-09,Humboldt Park,254700,251200,247600,244100,241000,238400,254700,258100,261100
2005-10,Humboldt Park,258100,254700,251200,247600,244100,241000,258100,261100,263700
2005-11,Humboldt Park,261100,258100,254700,251200,247600,244100,261100,263700,266100
2005-12,Humboldt Park,263700,261100,258100,254700,251200,247600,263700,266100,267800
2006-01,Humboldt Park,266100,263700,261100,258100,254700,251200,266100,267800,268900
2006-02,Humboldt Park,267800,266100,263700,261100,258100,254700,267800,268900,269700
2006-03,Humboldt Park,268900,267800,266100,263700,261100,258100,268900,269700,270200
2006-04,Humboldt Park,269700,268900,267800,266100,263700,261100,269700,270200,270700
2006-05,Humboldt Park,270200,269700,268900,267800,266100,263700,270200,270700,271500
2006-06,Humboldt Park,270700,270200,269700,268900,267800,266100,270700,271500,272500
2006-07,Humboldt Park,271500,270700,270200,269700,268900,267800,271500,272500,273600
2006-08,Humboldt Park,272500,271500,270700,270200,269700,268900,272500,273600,275100
2006-09,Humboldt Park,273600,272500,271500,270700,270200,269700,273600,275100,276600
2006-10,Humboldt Park,275100,273600,272500,271500,270700,270200,275100,276600,277900
2006-11,Humboldt Park,276600,275100,273600,272500,271500,270700,276600,277900,279500
2006-12,Humboldt Park,277900,276600,275100,273600,272500,271500,277900,279500,280300
2007-01,Humboldt Park,279500,277900,276600,275100,273600,272500,279500,280300,280200
2007-02,Humboldt Park,280300,279500,277900,276600,275100,273600,280300,280200,279400
2007-03,Humboldt Park,280200,280300,279500,277900,276600,275100,280200,279400,277600
2007-04,Humboldt Park,279400,280200,280300,279500,277900,276600,279400,277600,274900
2007-05,Humboldt Park,277600,279400,280200,280300,279500,277900,277600,274900,272200
2007-06,Humboldt Park,274900,277600,279400,280200,280300,279500,274900,272200,269900
2007-07,Humboldt Park,272200,274900,277600,279400,280200,280300,272200,269900,267900
2007-08,Humboldt Park,269900,272200,274900,277600,279400,280200,269900,267900,266100
2007-09,Humboldt Park,267900,269900,272200,274900,277600,279400,267900,266100,264200
2007-10,Humboldt Park,266100,267900,269900,272200,274900,277600,266100,264200,261800
2007-11,Humboldt Park,264200,266100,267900,269900,272200,274900,264200,261800,260100
2007-12,Humboldt Park,261800,264200,266100,267900,269900,272200,261800,260100,258900
2008-01,Humboldt Park,260100,261800,264200,266100,267900,269900,260100,258900,258100
2008-02,Humboldt Park,258900,260100,261800,264200,266100,267900,258900,258100,257600
2008-03,Humboldt Park,258100,258900,260100,261800,264200,266100,258100,257600,257200
2008-04,Humboldt Park,257600,258100,258900,260100,261800,264200,257600,257200,256400
2008-05,Humboldt Park,257200,257600,258100,258900,260100,261800,257200,256400,254700
2008-06,Humboldt Park,256400,257200,257600,258100,258900,260100,256400,254700,251700
2008-07,Humboldt Park,254700,256400,257200,257600,258100,258900,254700,251700,248500
2008-08,Humboldt Park,251700,254700,256400,257200,257600,258100,251700,248500,246000
2008-09,Humboldt Park,248500,251700,254700,256400,257200,257600,248500,246000,243600
2008-10,Humboldt Park,246000,248500,251700,254700,256400,257200,246000,243600,240600
2008-11,Humboldt Park,243600,246000,248500,251700,254700,256400,243600,240600,238200
2008-12,Humboldt Park,240600,243600,246000,248500,251700,254700,240600,238200,235700
2009-01,Humboldt Park,238200,240600,243600,246000,248500,251700,238200,235700,232200
2009-02,Humboldt Park,235700,238200,240600,243600,246000,248500,235700,232200,228200
2009-03,Humboldt Park,232200,235700,238200,240600,243600,246000,232200,228200,223900
2009-04,Humboldt Park,228200,232200,235700,238200,240600,243600,228200,223900,219400
2009-05,Humboldt Park,223900,228200,232200,235700,238200,240600,223900,219400,215800
2009-06,Humboldt Park,219400,223900,228200,232200,235700,238200,219400,215800,212200
2009-07,Humboldt Park,215800,219400,223900,228200,232200,235700,215800,212200,208300
2009-08,Humboldt Park,212200,215800,219400,223900,228200,232200,212200,208300,204300
2009-09,Humboldt Park,208300,212200,215800,219400,223900,228200,208300,204300,200300
2009-10,Humboldt Park,204300,208300,212200,215800,219400,223900,204300,200300,197200
2009-11,Humboldt Park,200300,204300,208300,212200,215800,219400,200300,197200,192600
2009-12,Humboldt Park,197200,200300,204300,208300,212200,215800,197200,192600,190800
2010-01,Humboldt Park,192600,197200,200300,204300,208300,212200,192600,190800,190100
2010-02,Humboldt Park,190800,192600,197200,200300,204300,208300,190800,190100,186900
2010-03,Humboldt Park,190100,190800,192600,197200,200300,204300,190100,186900,182300
2010-04,Humboldt Park,186900,190100,190800,192600,197200,200300,186900,182300,180900
2010-05,Humboldt Park,182300,186900,190100,190800,192600,197200,182300,180900,178700
2010-06,Humboldt Park,180900,182300,186900,190100,190800,192600,180900,178700,176500
2010-07,Humboldt Park,178700,180900,182300,186900,190100,190800,178700,176500,174800
2010-08,Humboldt Park,176500,178700,180900,182300,186900,190100,176500,174800,172900
2010-09,Humboldt Park,174800,176500,178700,180900,182300,186900,174800,172900,171700
2010-10,Humboldt Park,172900,174800,176500,178700,180900,182300,172900,171700,170400
2010-11,Humboldt Park,171700,172900,174800,176500,178700,180900,171700,170400,169600
2010-12,Humboldt Park,170400,171700,172900,174800,176500,178700,170400,169600,167400
2011-01,Humboldt Park,169600,170400,171700,172900,174800,176500,169600,167400,163600
2011-02,Humboldt Park,167400,169600,170400,171700,172900,174800,167400,163600,160200
2011-03,Humboldt Park,163600,167400,169600,170400,171700,172900,163600,160200,158400
2011-04,Humboldt Park,160200,163600,167400,169600,170400,171700,160200,158400,155400
2011-05,Humboldt Park,158400,160200,163600,167400,169600,170400,158400,155400,152200
2011-06,Humboldt Park,155400,158400,160200,163600,167400,169600,155400,152200,150100
2011-07,Humboldt Park,152200,155400,158400,160200,163600,167400,152200,150100,149200
2011-08,Humboldt Park,150100,152200,155400,158400,160200,163600,150100,149200,149100
2011-09,Humboldt Park,149200,150100,152200,155400,158400,160200,149200,149100,148800
2011-10,Humboldt Park,149100,149200,150100,152200,155400,158400,149100,148800,147800
2011-11,Humboldt Park,148800,149100,149200,150100,152200,155400,148800,147800,145400
2011-12,Humboldt Park,147800,148800,149100,149200,150100,152200,147800,145400,142900
2012-01,Humboldt Park,145400,147800,148800,149100,149200,150100,145400,142900,141800
2012-02,Humboldt Park,142900,145400,147800,148800,149100,149200,142900,141800,142400
2012-03,Humboldt Park,141800,142900,145400,147800,148800,149100,141800,142400,143300
2012-04,Humboldt Park,142400,141800,142900,145400,147800,148800,142400,143300,144300
2012-05,Humboldt Park,143300,142400,141800,142900,145400,147800,143300,144300,145100
2012-06,Humboldt Park,144300,143300,142400,141800,142900,145400,144300,145100,146100
2012-07,Humboldt Park,145100,144300,143300,142400,141800,142900,145100,146100,146200
2012-08,Humboldt Park,146100,145100,144300,143300,142400,141800,146100,146200,143700
2012-09,Humboldt Park,146200,146100,145100,144300,143300,142400,146200,143700,140400
2012-10,Humboldt Park,143700,146200,146100,145100,144300,143300,143700,140400,138700
2012-11,Humboldt Park,140400,143700,146200,146100,145100,144300,140400,138700,139200
2012-12,Humboldt Park,138700,140400,143700,146200,146100,145100,138700,139200,139300
2013-01,Humboldt Park,139200,138700,140400,143700,146200,146100,139200,139300,139900
2013-02,Humboldt Park,139300,139200,138700,140400,143700,146200,139300,139900,141600
2013-03,Humboldt Park,139900,139300,139200,138700,140400,143700,139900,141600,144200
2013-04,Humboldt Park,141600,139900,139300,139200,138700,140400,141600,144200,146400
2013-05,Humboldt Park,144200,141600,139900,139300,139200,138700,144200,146400,149300
2013-06,Humboldt Park,146400,144200,141600,139900,139300,139200,146400,149300,150700
2013-07,Humboldt Park,149300,146400,144200,141600,139900,139300,149300,150700,151600
2013-08,Humboldt Park,150700,149300,146400,144200,141600,139900,150700,151600,153800
2013-09,Humboldt Park,151600,150700,149300,146400,144200,141600,151600,153800,156600
2013-10,Humboldt Park,153800,151600,150700,149300,146400,144200,153800,156600,158400
2013-11,Humboldt Park,156600,153800,151600,150700,149300,146400,156600,158400,159700
2013-12,Humboldt Park,158400,156600,153800,151600,150700,149300,158400,159700,160900
2014-01,Humboldt Park,159700,158400,156600,153800,151600,150700,159700,160900,162600
2014-02,Humboldt Park,160900,159700,158400,156600,153800,151600,160900,162600,163800
2014-03,Humboldt Park,162600,160900,159700,158400,156600,153800,162600,163800,164500
2014-04,Humboldt Park,163800,162600,160900,159700,158400,156600,163800,164500,165100
2014-05,Humboldt Park,164500,163800,162600,160900,159700,158400,164500,165100,167000
2014-06,Humboldt Park,165100,164500,163800,162600,160900,159700,165100,167000,169500
2014-07,Humboldt Park,167000,165100,164500,163800,162600,160900,167000,169500,171200
2014-08,Humboldt Park,169500,167000,165100,164500,163800,162600,169500,171200,171600
2014-09,Humboldt Park,171200,169500,167000,165100,164500,163800,171200,171600,173200
2014-10,Humboldt Park,171600,171200,169500,167000,165100,164500,171600,173200,176200
2014-11,Humboldt Park,173200,171600,171200,169500,167000,165100,173200,176200,179300
2014-12,Humboldt Park,176200,173200,171600,171200,169500,167000,176200,179300,181900
2015-01,Humboldt Park,179300,176200,173200,171600,171200,169500,179300,181900,184200
2015-02,Humboldt Park,181900,179300,176200,173200,171600,171200,181900,184200,187100
2015-03,Humboldt Park,184200,181900,179300,176200,173200,171600,184200,187100,189900
2015-04,Humboldt Park,187100,184200,181900,179300,176200,173200,187100,189900,192500
2015-05,Humboldt Park,189900,187100,184200,181900,179300,176200,189900,192500,194300
2015-06,Humboldt Park,192500,189900,187100,184200,181900,179300,192500,194300,197200
2015-07,Humboldt Park,194300,192500,189900,187100,184200,181900,194300,197200,202700
2015-08,Humboldt Park,197200,194300,192500,189900,187100,184200,197200,202700,208600
2015-09,Humboldt Park,202700,197200,194300,192500,189900,187100,202700,208600,212300
2015-10,Humboldt Park,208600,202700,197200,194300,192500,189900,208600,212300,214400
2015-11,Humboldt Park,212300,208600,202700,197200,194300,192500,212300,214400,215400
2015-12,Humboldt Park,214400,212300,208600,202700,197200,194300,214400,215400,216400
2016-01,Humboldt Park,215400,214400,212300,208600,202700,197200,215400,216400,218000
2016-02,Humboldt Park,216400,215400,214400,212300,208600,202700,216400,218000,220900
2016-03,Humboldt Park,218000,216400,215400,214400,212300,208600,218000,220900,224000
2016-04,Humboldt Park,220900,218000,216400,215400,214400,212300,220900,224000,226300
2016-05,Humboldt Park,224000,220900,218000,216400,215400,214400,224000,226300,228100
2016-06,Humboldt Park,226300,224000,220900,218000,216400,215400,226300,228100,227600
2016-07,Humboldt Park,228100,226300,224000,220900,218000,216400,228100,227600,224900
2016-08,Humboldt Park,227600,228100,226300,224000,220900,218000,227600,224900,224700
2016-09,Humboldt Park,224900,227600,228100,226300,224000,220900,224900,224700,227700
2016-10,Humboldt Park,224700,224900,227600,228100,226300,224000,224700,227700,231700
2016-11,Humboldt Park,227700,224700,224900,227600,228100,226300,227700,231700,236600
2016-12,Humboldt Park,231700,227700,224700,224900,227600,228100,231700,236600,242000
2017-01,Humboldt Park,236600,231700,227700,224700,224900,227600,236600,242000,247100
2017-02,Humboldt Park,242000,236600,231700,227700,224700,224900,242000,247100,250600
2017-03,Humboldt Park,247100,242000,236600,231700,227700,224700,247100,250600,251800
2017-04,Humboldt Park,250600,247100,242000,236600,231700,227700,250600,251800,252600
2017-05,Humboldt Park,251800,250600,247100,242000,236600,231700,251800,252600,253500
2017-06,Humboldt Park,252600,251800,250600,247100,242000,236600,252600,253500,253600
2017-07,Humboldt Park,253500,252600,251800,250600,247100,242000,253500,253600,253300
2017-08,Humboldt Park,253600,253500,252600,251800,250600,247100,253600,253300,253200
2017-09,Humboldt Park,253300,253600,253500,252600,251800,250600,253300,253200,252800
2017-10,Humboldt Park,253200,253300,253600,253500,252600,251800,253200,252800,251300
2017-11,Humboldt Park,252800,253200,253300,253600,253500,252600,252800,251300,250900
2017-12,Humboldt Park,251300,252800,253200,253300,253600,253500,251300,250900,252300
2018-01,Humboldt Park,250900,251300,252800,253200,253300,253600,250900,252300,253800
2018-02,Humboldt Park,252300,250900,251300,252800,253200,253300,252300,253800,253400
2018-03,Humboldt Park,253800,252300,250900,251300,252800,253200,253800,253400,252900
2018-04,Humboldt Park,253400,253800,252300,250900,251300,252800,253400,252900,251700
2018-05,Humboldt Park,252900,253400,253800,252300,250900,251300,252900,251700,251200
2018-06,Humboldt Park,251700,252900,253400,253800,252300,250900,251700,251200,253100
2018-07,Humboldt Park,251200,251700,252900,253400,253800,252300,251200,253100,256600
2018-08,Humboldt Park,253100,251200,251700,252900,253400,253800,253100,256600,259700
2018-09,Humboldt Park,256600,253100,251200,251700,252900,253400,256600,259700,262100
2018-10,Humboldt Park,259700,256600,253100,251200,251700,252900,259700,262100,262700
2018-11,Humboldt Park,262100,259700,256600,253100,251200,251700,262100,262700,263200
2018-12,Humboldt Park,262700,262100,259700,256600,253100,251200,262700,263200,264800
2019-01,Humboldt Park,263200,262700,262100,259700,256600,253100,263200,264800,264500
2019-02,Humboldt Park,264800,263200,262700,262100,259700,256600,264800,264500,261800
2019-03,Humboldt Park,264500,264800,263200,262700,262100,259700,264500,261800,260500
2019-04,Humboldt Park,261800,264500,264800,263200,262700,262100,261800,260500,262400
2019-05,Humboldt Park,260500,261800,264500,264800,263200,262700,260500,262400,264100
2019-06,Humboldt Park,262400,260500,261800,264500,264800,263200,262400,264100,264700
2001-06,Jefferson Park,223900,222000,220200,218300,216400,214300,223900,225700,227500
2001-07,Jefferson Park,225700,223900,222000,220200,218300,216400,225700,227500,229300
2001-08,Jefferson Park,227500,225700,223900,222000,220200,218300,227500,229300,231000
2001-09,Jefferson Park,229300,227500,225700,223900,222000,220200,229300,231000,232700
2001-10,Jefferson Park,231000,229300,227500,225700,223900,222000,231000,232700,234300
2001-11,Jefferson Park,232700,231000,229300,227500,225700,223900,232700,234300,235900
2001-12,Jefferson Park,234300,232700,231000,229300,227500,225700,234300,235900,237500
2002-01,Jefferson Park,235900,234300,232700,231000,229300,227500,235900,237500,239000
2002-02,Jefferson Park,237500,235900,234300,232700,231000,229300,237500,239000,240500
2002-03,Jefferson Park,239000,237500,235900,234300,232700,231000,239000,240500,242000
2002-04,Jefferson Park,240500,239000,237500,235900,234300,232700,240500,242000,243600
2002-05,Jefferson Park,242000,240500,239000,237500,235900,234300,242000,243600,245200
2002-06,Jefferson Park,243600,242000,240500,239000,237500,235900,243600,245200,246900
2002-07,Jefferson Park,245200,243600,242000,240500,239000,237500,245200,246900,248700
2002-08,Jefferson Park,246900,245200,243600,242000,240500,239000,246900,248700,250500
2002-09,Jefferson Park,248700,246900,245200,243600,242000,240500,248700,250500,252400
2002-10,Jefferson Park,250500,248700,246900,245200,243600,242000,250500,252400,254400
2002-11,Jefferson Park,252400,250500,248700,246900,245200,243600,252400,254400,256500
2002-12,Jefferson Park,254400,252400,250500,248700,246900,245200,254400,256500,258600
2003-01,Jefferson Park,256500,254400,252400,250500,248700,246900,256500,258600,260700
2003-02,Jefferson Park,258600,256500,254400,252400,250500,248700,258600,260700,262600
2003-03,Jefferson Park,260700,258600,256500,254400,252400,250500,260700,262600,264400
2003-04,Jefferson Park,262600,260700,258600,256500,254400,252400,262600,264400,266100
2003-05,Jefferson Park,264400,262600,260700,258600,256500,254400,264400,266100,267900
2003-06,Jefferson Park,266100,264400,262600,260700,258600,256500,266100,267900,269600
2003-07,Jefferson Park,267900,266100,264400,262600,260700,258600,267900,269600,271300
2003-08,Jefferson Park,269600,267900,266100,264400,262600,260700,269600,271300,272900
2003-09,Jefferson Park,271300,269600,267900,266100,264400,262600,271300,272900,274500
2003-10,Jefferson Park,272900,271300,269600,267900,266100,264400,272900,274500,276100
2003-11,Jefferson Park,274500,272900,271300,269600,267900,266100,274500,276100,277700
2003-12,Jefferson Park,276100,274500,272900,271300,269600,267900,276100,277700,279700
2004-01,Jefferson Park,277700,276100,274500,272900,271300,269600,277700,279700,282000
2004-02,Jefferson Park,279700,277700,276100,274500,272900,271300,279700,282000,284700
2004-03,Jefferson Park,282000,279700,277700,276100,274500,272900,282000,284700,287600
2004-04,Jefferson Park,284700,282000,279700,277700,276100,274500,284700,287600,290800
2004-05,Jefferson Park,287600,284700,282000,279700,277700,276100,287600,290800,294000
2004-06,Jefferson Park,290800,287600,284700,282000,279700,277700,290800,294000,297100
2004-07,Jefferson Park,294000,290800,287600,284700,282000,279700,294000,297100,300100
2004-08,Jefferson Park,297100,294000,290800,287600,284700,282000,297100,300100,303400
2004-09,Jefferson Park,300100,297100,294000,290800,287600,284700,300100,303400,307000
2004-10,Jefferson Park,303400,300100,297100,294000,290800,287600,303400,307000,311000
2004-11,Jefferson Park,307000,303400,300100,297100,294000,290800,307000,311000,315100
2004-12,Jefferson Park,311000,307000,303400,300100,297100,294000,311000,315100,318800
2005-01,Jefferson Park,315100,311000,307000,303400,300100,297100,315100,318800,322300
2005-02,Jefferson Park,318800,315100,311000,307000,303400,300100,318800,322300,325500
2005-03,Jefferson Park,322300,318800,315100,311000,307000,303400,322300,325500,328300
2005-04,Jefferson Park,325500,322300,318800,315100,311000,307000,325500,328300,330900
2005-05,Jefferson Park,328300,325500,322300,318800,315100,311000,328300,330900,333600
2005-06,Jefferson Park,330900,328300,325500,322300,318800,315100,330900,333600,336600
2005-07,Jefferson Park,333600,330900,328300,325500,322300,318800,333600,336600,340100
2005-08,Jefferson Park,336600,333600,330900,328300,325500,322300,336600,340100,343700
2005-09,Jefferson Park,340100,336600,333600,330900,328300,325500,340100,343700,347100
2005-10,Jefferson Park,343700,340100,336600,333600,330900,328300,343700,347100,350000
2005-11,Jefferson Park,347100,343700,340100,336600,333600,330900,347100,350000,352500
2005-12,Jefferson Park,350000,347100,343700,340100,336600,333600,350000,352500,354600
2006-01,Jefferson Park,352500,350000,347100,343700,340100,336600,352500,354600,356500
2006-02,Jefferson Park,354600,352500,350000,347100,343700,340100,354600,356500,358300
2006-03,Jefferson Park,356500,354600,352500,350000,347100,343700,356500,358300,359800
2006-04,Jefferson Park,358300,356500,354600,352500,350000,347100,358300,359800,361000
2006-05,Jefferson Park,359800,358300,356500,354600,352500,350000,359800,361000,361700
2006-06,Jefferson Park,361000,359800,358300,356500,354600,352500,361000,361700,361900
2006-07,Jefferson Park,361700,361000,359800,358300,356500,354600,361700,361900,361600
2006-08,Jefferson Park,361900,361700,361000,359800,358300,356500,361900,361600,361000
2006-09,Jefferson Park,361600,361900,361700,361000,359800,358300,361600,361000,359900
2006-10,Jefferson Park,361000,361600,361900,361700,361000,359800,361000,359900,358600
2006-11,Jefferson Park,359900,361000,361600,361900,361700,361000,359900,358600,357400
2006-12,Jefferson Park,358600,359900,361000,361600,361900,361700,358600,357400,356100
2007-01,Jefferson Park,357400,358600,359900,361000,361600,361900,357400,356100,354800
2007-02,Jefferson Park,356100,357400,358600,359900,361000,361600,356100,354800,353200
2007-03,Jefferson Park,354800,356100,357400,358600,359900,361000,354800,353200,351300
2007-04,Jefferson Park,353200,354800,356100,357400,358600,359900,353200,351300,349300
2007-05,Jefferson Park,351300,353200,354800,356100,357400,358600,351300,349300,347700
2007-06,Jefferson Park,349300,351300,353200,354800,356100,357400,349300,347700,346200
2007-07,Jefferson Park,347700,349300,351300,353200,354800,356100,347700,346200,345000
2007-08,Jefferson Park,346200,347700,349300,351300,353200,354800,346200,345000,343700
2007-09,Jefferson Park,345000,346200,347700,349300,351300,353200,345000,343700,341900
2007-10,Jefferson Park,343700,345000,346200,347700,349300,351300,343700,341900,339000
2007-11,Jefferson Park,341900,343700,345000,346200,347700,349300,341900,339000,335400
2007-12,Jefferson Park,339000,341900,343700,345000,346200,347700,339000,335400,331500
2008-01,Jefferson Park,335400,339000,341900,343700,345000,346200,335400,331500,327700
2008-02,Jefferson Park,331500,335400,339000,341900,343700,345000,331500,327700,323900
2008-03,Jefferson Park,327700,331500,335400,339000,341900,343700,327700,323900,319700
2008-04,Jefferson Park,323900,327700,331500,335400,339000,341900,323900,319700,315300
2008-05,Jefferson Park,319700,323900,327700,331500,335400,339000,319700,315300,310500
2008-06,Jefferson Park,315300,319700,323900,327700,331500,335400,315300,310500,305600
2008-07,Jefferson Park,310500,315300,319700,323900,327700,331500,310500,305600,300900
2008-08,Jefferson Park,305600,310500,315300,319700,323900,327700,305600,300900,296700
2008-09,Jefferson Park,300900,305600,310500,315300,319700,323900,300900,296700,292600
2008-10,Jefferson Park,296700,300900,305600,310500,315300,319700,296700,292600,288200
2008-11,Jefferson Park,292600,296700,300900,305600,310500,315300,292600,288200,283800
2008-12,Jefferson Park,288200,292600,296700,300900,305600,310500,288200,283800,279500
2009-01,Jefferson Park,283800,288200,292600,296700,300900,305600,283800,279500,274900
2009-02,Jefferson Park,279500,283800,288200,292600,296700,300900,279500,274900,269700
2009-03,Jefferson Park,274900,279500,283800,288200,292600,296700,274900,269700,264100
2009-04,Jefferson Park,269700,274900,279500,283800,288200,292600,269700,264100,258300
2009-05,Jefferson Park,264100,269700,274900,279500,283800,288200,264100,258300,252800
2009-06,Jefferson Park,258300,264100,269700,274900,279500,283800,258300,252800,247800
2009-07,Jefferson Park,252800,258300,264100,269700,274900,279500,252800,247800,243600
