Date,ZillowNeighborhood,ZHVI_t-1,ZHVI_t-2,ZHVI_t-3,ZHVI_t-4,ZHVI_t0,ZHVI_t1
2003-12,Belmont Central,251900,250100,248400,246400,251900,253700
2004-01,Belmont Central,253700,251900,250100,248400,253700,255600
2004-02,Belmont Central,255600,253700,251900,250100,255600,258000
2004-03,Belmont Central,258000,255600,253700,251900,258000,260600
2004-04,Belmont Central,260600,258000,255600,253700,260600,263500
2004-05,Belmont Central,263500,260600,258000,255600,263500,266400
2004-06,Belmont Central,266400,263500,260600,258000,266400,269400
2004-07,Belmont Central,269400,266400,263500,260600,269400,272400
2004-08,Belmont Central,272400,269400,266400,263500,272400,275300
2004-09,Belmont Central,275300,272400,269400,266400,275300,278200
2004-10,Belmont Central,278200,275300,272400,269400,278200,280800
2004-11,Belmont Central,280800,278200,275300,272400,280800,283200
2004-12,Belmont Central,283200,280800,278200,275300,283200,285600
2005-01,Belmont Central,285600,283200,280800,278200,285600,287700
2005-02,Belmont Central,287700,285600,283200,280800,287700,290100
2005-03,Belmont Central,290100,287700,285600,283200,290100,293100
2005-04,Belmont Central,293100,290100,287700,285600,293100,296300
2005-05,Belmont Central,296300,293100,290100,287700,296300,299900
2005-06,Belmont Central,299900,296300,293100,290100,299900,303900
2005-07,Belmont Central,303900,299900,296300,293100,303900,308000
2005-08,Belmont Central,308000,303900,299900,296300,308000,312000
2005-09,Belmont Central,312000,308000,303900,299900,312000,316000
2005-10,Belmont Central,316000,312000,308000,303900,316000,319700
2005-11,Belmont Central,319700,316000,312000,308000,319700,323000
2005-12,Belmont Central,323000,319700,316000,312000,323000,325800
2006-01,Belmont Central,325800,323000,319700,316000,325800,328100
2006-02,Belmont Central,328100,325800,323000,319700,328100,330300
2006-03,Belmont Central,330300,328100,325800,323000,330300,332300
2006-04,Belmont Central,332300,330300,328100,325800,332300,333400
2006-05,Belmont Central,333400,332300,330300,328100,333400,334000
2006-06,Belmont Central,334000,333400,332300,330300,334000,334600
2006-07,Belmont Central,334600,334000,333400,332300,334600,335200
2006-08,Belmont Central,335200,334600,334000,333400,335200,335800
2006-09,Belmont Central,335800,335200,334600,334000,335800,336300
2006-10,Belmont Central,336300,335800,335200,334600,336300,336400
2006-11,Belmont Central,336400,336300,335800,335200,336400,336100
2006-12,Belmont Central,336100,336400,336300,335800,336100,335500
2007-01,Belmont Central,335500,336100,336400,336300,335500,334500
2007-02,Belmont Central,334500,335500,336100,336400,334500,333500
2007-03,Belmont Central,333500,334500,335500,336100,333500,332300
2007-04,Belmont Central,332300,333500,334500,335500,332300,330300
2007-05,Belmont Central,330300,332300,333500,334500,330300,327800
2007-06,Belmont Central,327800,330300,332300,333500,327800,325300
2007-07,Belmont Central,325300,327800,330300,332300,325300,322700
2007-08,Belmont Central,322700,325300,327800,330300,322700,320400
2007-09,Belmont Central,320400,322700,325300,327800,320400,318300
2007-10,Belmont Central,318300,320400,322700,325300,318300,316000
2007-11,Belmont Central,316000,318300,320400,322700,316000,312800
2007-12,Belmont Central,312800,316000,318300,320400,312800,309000
2008-01,Belmont Central,309000,312800,316000,318300,309000,304900
2008-02,Belmont Central,304900,309000,312800,316000,304900,300900
2008-03,Belmont Central,300900,304900,309000,312800,300900,296500
2008-04,Belmont Central,296500,300900,304900,309000,296500,291300
2008-05,Belmont Central,291300,296500,300900,304900,291300,285700
2008-06,Belmont Central,285700,291300,296500,300900,285700,280000
2008-07,Belmont Central,280000,285700,291300,296500,280000,274200
2008-08,Belmont Central,274200,280000,285700,291300,274200,268900
2008-09,Belmont Central,268900,274200,280000,285700,268900,264200
2008-10,Belmont Central,264200,268900,274200,280000,264200,259400
2008-11,Belmont Central,259400,264200,268900,274200,259400,254000
2008-12,Belmont Central,254000,259400,264200,268900,254000,248300
2009-01,Belmont Central,248300,254000,259400,264200,248300,242700
2009-02,Belmont Central,242700,248300,254000,259400,242700,237300
2009-03,Belmont Central,237300,242700,248300,254000,237300,231400
2009-04,Belmont Central,231400,237300,242700,248300,231400,224900
2009-05,Belmont Central,224900,231400,237300,242700,224900,217900
2009-06,Belmont Central,217900,224900,231400,237300,217900,210700
2009-07,Belmont Central,210700,217900,224900,231400,210700,203500
2009-08,Belmont Central,203500,210700,217900,224900,203500,197200
2009-09,Belmont Central,197200,203500,210700,217900,197200,191800
2009-10,Belmont Central,191800,197200,203500,210700,191800,187600
2009-11,Belmont Central,187600,191800,197200,203500,187600,184600
2009-12,Belmont Central,184600,187600,191800,197200,184600,183000
2010-01,Belmont Central,183000,184600,187600,191800,183000,182900
2010-02,Belmont Central,182900,183000,184600,187600,182900,181100
2010-03,Belmont Central,181100,182900,183000,184600,181100,177900
2010-04,Belmont Central,177900,181100,182900,183000,177900,176400
2010-05,Belmont Central,176400,177900,181100,182900,176400,176700
2010-06,Belmont Central,176700,176400,177900,181100,176700,175600
2010-07,Belmont Central,175600,176700,176400,177900,175600,174400
2010-08,Belmont Central,174400,175600,176700,176400,174400,172400
2010-09,Belmont Central,172400,174400,175600,176700,172400,169600
2010-10,Belmont Central,169600,172400,174400,175600,169600,166600
2010-11,Belmont Central,166600,169600,172400,174400,166600,163900
2010-12,Belmont Central,163900,166600,169600,172400,163900,161900
2011-01,Belmont Central,161900,163900,166600,169600,161900,160300
2011-02,Belmont Central,160300,161900,163900,166600,160300,158100
2011-03,Belmont Central,158100,160300,161900,163900,158100,156000
2011-04,Belmont Central,156000,158100,160300,161900,156000,154400
2011-05,Belmont Central,154400,156000,158100,160300,154400,152700
2011-06,Belmont Central,152700,154400,156000,158100,152700,152000
2011-07,Belmont Central,152000,152700,154400,156000,152000,152300
2011-08,Belmont Central,152300,152000,152700,154400,152300,152700
2011-09,Belmont Central,152700,152300,152000,152700,152700,152500
2011-10,Belmont Central,152500,152700,152300,152000,152500,152300
2011-11,Belmont Central,152300,152500,152700,152300,152300,153000
2011-12,Belmont Central,153000,152300,152500,152700,153000,153400
2012-01,Belmont Central,153400,153000,152300,152500,153400,152400
2012-02,Belmont Central,152400,153400,153000,152300,152400,152000
2012-03,Belmont Central,152000,152400,153400,153000,152000,152900
2012-04,Belmont Central,152900,152000,152400,153400,152900,153400
2012-05,Belmont Central,153400,152900,152000,152400,153400,153600
2012-06,Belmont Central,153600,153400,152900,152000,153600,154000
2012-07,Belmont Central,154000,153600,153400,152900,154000,154500
2012-08,Belmont Central,154500,154000,153600,153400,154500,154900
2012-09,Belmont Central,154900,154500,154000,153600,154900,155200
2012-10,Belmont Central,155200,154900,154500,154000,155200,155000
2012-11,Belmont Central,155000,155200,154900,154500,155000,153800
2012-12,Belmont Central,153800,155000,155200,154900,153800,152900
2013-01,Belmont Central,152900,153800,155000,155200,152900,152900
2013-02,Belmont Central,152900,152900,153800,155000,152900,153700
2013-03,Belmont Central,153700,152900,152900,153800,153700,155300
2013-04,Belmont Central,155300,153700,152900,152900,155300,158000
2013-05,Belmont Central,158000,155300,153700,152900,158000,161800
2013-06,Belmont Central,161800,158000,155300,153700,161800,166000
2013-07,Belmont Central,166000,161800,158000,155300,166000,168500
2013-08,Belmont Central,168500,166000,161800,158000,168500,170000
2013-09,Belmont Central,170000,168500,166000,161800,170000,172700
2013-10,Belmont Central,172700,170000,168500,166000,172700,176700
2013-11,Belmont Central,176700,172700,170000,168500,176700,181700
2013-12,Belmont Central,181700,176700,172700,170000,181700,185800
2014-01,Belmont Central,185800,181700,176700,172700,185800,188300
2014-02,Belmont Central,188300,185800,181700,176700,188300,190800
2014-03,Belmont Central,190800,188300,185800,181700,190800,194200
2014-04,Belmont Central,194200,190800,188300,185800,194200,196900
2014-05,Belmont Central,196900,194200,190800,188300,196900,197700
2014-06,Belmont Central,197700,196900,194200,190800,197700,198400
2014-07,Belmont Central,198400,197700,196900,194200,198400,200000
2014-08,Belmont Central,200000,198400,197700,196900,200000,201700
2014-09,Belmont Central,201700,200000,198400,197700,201700,201900
2014-10,Belmont Central,201900,201700,200000,198400,201900,201100
2014-11,Belmont Central,201100,201900,201700,200000,201100,200000
2014-12,Belmont Central,200000,201100,201900,201700,200000,199200
2015-01,Belmont Central,199200,200000,201100,201900,199200,199400
2015-02,Belmont Central,199400,199200,200000,201100,199400,200400
2015-03,Belmont Central,200400,199400,199200,200000,200400,201500
2015-04,Belmont Central,201500,200400,199400,199200,201500,201900
2015-05,Belmont Central,201900,201500,200400,199400,201900,202600
2015-06,Belmont Central,202600,201900,201500,200400,202600,203600
2015-07,Belmont Central,203600,202600,201900,201500,203600,204800
2015-08,Belmont Central,204800,203600,202600,201900,204800,206200
2015-09,Belmont Central,206200,204800,203600,202600,206200,208100
2015-10,Belmont Central,208100,206200,204800,203600,208100,210000
2015-11,Belmont Central,210000,208100,206200,204800,210000,211200
2015-12,Belmont Central,211200,210000,208100,206200,211200,211800
2016-01,Belmont Central,211800,211200,210000,208100,211800,213000
2016-02,Belmont Central,213000,211800,211200,210000,213000,214800
2016-03,Belmont Central,214800,213000,211800,211200,214800,216300
2016-04,Belmont Central,216300,214800,213000,211800,216300,217700
2016-05,Belmont Central,217700,216300,214800,213000,217700,219100
2016-06,Belmont Central,219100,217700,216300,214800,219100,220700
2016-07,Belmont Central,220700,219100,217700,216300,220700,222200
2016-08,Belmont Central,222200,220700,219100,217700,222200,224000
2016-09,Belmont Central,224000,222200,220700,219100,224000,226400
2016-10,Belmont Central,226400,224000,222200,220700,226400,229100
2016-11,Belmont Central,229100,226400,224000,222200,229100,230600
2016-12,Belmont Central,230600,229100,226400,224000,230600,230800
2017-01,Belmont Central,230800,230600,229100,226400,230800,231100
2017-02,Belmont Central,231100,230800,230600,229100,231100,232000
2017-03,Belmont Central,232000,231100,230800,230600,232000,233300
2017-04,Belmont Central,233300,232000,231100,230800,233300,234800
2017-05,Belmont Central,234800,233300,232000,231100,234800,236000
2017-06,Belmont Central,236000,234800,233300,232000,236000,237000
2017-07,Belmont Central,237000,236000,234800,233300,237000,238000
2017-08,Belmont Central,238000,237000,236000,234800,238000,238900
2017-09,Belmont Central,238900,238000,237000,236000,238900,239200
2017-10,Belmont Central,239200,238900,238000,237000,239200,239600
2017-11,Belmont Central,239600,239200,238900,238000,239600,241600
2017-12,Belmont Central,241600,239600,239200,238900,241600,245800
2018-01,Belmont Central,245800,241600,239600,239200,245800,250100
2018-02,Belmont Central,250100,245800,241600,239600,250100,252900
2018-03,Belmont Central,252900,250100,245800,241600,252900,254600
2018-04,Belmont Central,254600,252900,250100,245800,254600,256600
2018-05,Belmont Central,256600,254600,252900,250100,256600,257600
2018-06,Belmont Central,257600,256600,254600,252900,257600,257200
2018-07,Belmont Central,257200,257600,256600,254600,257200,256800
2018-08,Belmont Central,256800,257200,257600,256600,256800,257100
2018-09,Belmont Central,257100,256800,257200,257600,257100,257100
2018-10,Belmont Central,257100,257100,256800,257200,257100,256500
2018-11,Belmont Central,256500,257100,257100,256800,256500,255400
2018-12,Belmont Central,255400,256500,257100,257100,255400,254700
2019-01,Belmont Central,254700,255400,256500,257100,254700,255800
2019-02,Belmont Central,255800,254700,255400,256500,255800,255900
2019-03,Belmont Central,255900,255800,254700,255400,255900,252700
2019-04,Belmont Central,252700,255900,255800,254700,252700,248200
2019-05,Belmont Central,248200,252700,255900,255800,248200,244600
2019-06,Belmont Central,244600,248200,252700,255900,244600,241100
2019-07,Belmont Central,241100,244600,248200,252700,241100,238400
2001-04,Belmont Gardens,177900,175700,173600,171300,177900,180000
2001-05,Belmont Gardens,180000,177900,175700,173600,180000,182100
2001-06,Belmont Gardens,182100,180000,177900,175700,182100,184300
2001-07,Belmont Gardens,184300,182100,180000,177900,184300,186300
2001-08,Belmont Gardens,186300,184300,182100,180000,186300,188400
2001-09,Belmont Gardens,188400,186300,184300,182100,188400,190500
2001-10,Belmont Gardens,190500,188400,186300,184300,190500,192600
2001-11,Belmont Gardens,192600,190500,188400,186300,192600,194900
2001-12,Belmont Gardens,194900,192600,190500,188400,194900,197100
2002-01,Belmont Gardens,197100,194900,192600,190500,197100,199400
2002-02,Belmont Gardens,199400,197100,194900,192600,199400,201600
2002-03,Belmont Gardens,201600,199400,197100,194900,201600,203700
2002-04,Belmont Gardens,203700,201600,199400,197100,203700,205800
2002-05,Belmont Gardens,205800,203700,201600,199400,205800,207900
2002-06,Belmont Gardens,207900,205800,203700,201600,207900,210000
2002-07,Belmont Gardens,210000,207900,205800,203700,210000,212100
2002-08,Belmont Gardens,212100,210000,207900,205800,212100,214200
2002-09,Belmont Gardens,214200,212100,210000,207900,214200,216300
2002-10,Belmont Gardens,216300,214200,212100,210000,216300,218800
2002-11,Belmont Gardens,218800,216300,214200,212100,218800,221600
2002-12,Belmont Gardens,221600,218800,216300,214200,221600,224400
2003-01,Belmont Gardens,224400,221600,218800,216300,224400,226800
2003-02,Belmont Gardens,226800,224400,221600,218800,226800,229300
2003-03,Belmont Gardens,229300,226800,224400,221600,229300,231600
2003-04,Belmont Gardens,231600,229300,226800,224400,231600,233600
2003-05,Belmont Gardens,233600,231600,229300,226800,233600,235300
2003-06,Belmont Gardens,235300,233600,231600,229300,235300,236800
2003-07,Belmont Gardens,236800,235300,233600,231600,236800,238300
2003-08,Belmont Gardens,238300,236800,235300,233600,238300,239800
2003-09,Belmont Gardens,239800,238300,236800,235300,239800,241400
2003-10,Belmont Gardens,241400,239800,238300,236800,241400,242600
2003-11,Belmont Gardens,242600,241400,239800,238300,242600,243700
2003-12,Belmont Gardens,243700,242600,241400,239800,243700,244900
2004-01,Belmont Gardens,244900,243700,242600,241400,244900,246400
2004-02,Belmont Gardens,246400,244900,243700,242600,246400,248400
2004-03,Belmont Gardens,248400,246400,244900,243700,248400,251000
2004-04,Belmont Gardens,251000,248400,246400,244900,251000,254000
2004-05,Belmont Gardens,254000,251000,248400,246400,254000,257500
2004-06,Belmont Gardens,257500,254000,251000,248400,257500,261000
2004-07,Belmont Gardens,261000,257500,254000,251000,261000,264300
2004-08,Belmont Gardens,264300,261000,257500,254000,264300,267400
2004-09,Belmont Gardens,267400,264300,261000,257500,267400,270400
2004-10,Belmont Gardens,270400,267400,264300,261000,270400,273200
2004-11,Belmont Gardens,273200,270400,267400,264300,273200,276000
2004-12,Belmont Gardens,276000,273200,270400,267400,276000,278700
2005-01,Belmont Gardens,278700,276000,273200,270400,278700,281200
2005-02,Belmont Gardens,281200,278700,276000,273200,281200,283400
2005-03,Belmont Gardens,283400,281200,278700,276000,283400,285700
2005-04,Belmont Gardens,285700,283400,281200,278700,285700,288100
2005-05,Belmont Gardens,288100,285700,283400,281200,288100,290900
2005-06,Belmont Gardens,290900,288100,285700,283400,290900,294400
2005-07,Belmont Gardens,294400,290900,288100,285700,294400,298500
2005-08,Belmont Gardens,298500,294400,290900,288100,298500,302700
2005-09,Belmont Gardens,302700,298500,294400,290900,302700,306900
2005-10,Belmont Gardens,306900,302700,298500,294400,306900,310600
2005-11,Belmont Gardens,310600,306900,302700,298500,310600,313900
2005-12,Belmont Gardens,313900,310600,306900,302700,313900,316700
2006-01,Belmont Gardens,316700,313900,310600,306900,316700,319500
2006-02,Belmont Gardens,319500,316700,313900,310600,319500,322500
2006-03,Belmont Gardens,322500,319500,316700,313900,322500,325300
2006-04,Belmont Gardens,325300,322500,319500,316700,325300,327800
2006-05,Belmont Gardens,327800,325300,322500,319500,327800,329900
2006-06,Belmont Gardens,329900,327800,325300,322500,329900,331700
2006-07,Belmont Gardens,331700,329900,327800,325300,331700,333000
2006-08,Belmont Gardens,333000,331700,329900,327800,333000,333800
2006-09,Belmont Gardens,333800,333000,331700,329900,333800,334200
2006-10,Belmont Gardens,334200,333800,333000,331700,334200,334100
2006-11,Belmont Gardens,334100,334200,333800,333000,334100,333700
2006-12,Belmont Gardens,333700,334100,334200,333800,333700,333000
2007-01,Belmont Gardens,333000,333700,334100,334200,333000,332100
2007-02,Belmont Gardens,332100,333000,333700,334100,332100,331000
2007-03,Belmont Gardens,331000,332100,333000,333700,331000,329700
2007-04,Belmont Gardens,329700,331000,332100,333000,329700,328300
2007-05,Belmont Gardens,328300,329700,331000,332100,328300,326800
2007-06,Belmont Gardens,326800,328300,329700,331000,326800,325100
2007-07,Belmont Gardens,325100,326800,328300,329700,325100,323000
2007-08,Belmont Gardens,323000,325100,326800,328300,323000,320700
2007-09,Belmont Gardens,320700,323000,325100,326800,320700,318100
2007-10,Belmont Gardens,318100,320700,323000,325100,318100,315100
2007-11,Belmont Gardens,315100,318100,320700,323000,315100,311500
2007-12,Belmont Gardens,311500,315100,318100,320700,311500,307400
2008-01,Belmont Gardens,307400,311500,315100,318100,307400,303100
2008-02,Belmont Gardens,303100,307400,311500,315100,303100,298800
2008-03,Belmont Gardens,298800,303100,307400,311500,298800,294200
2008-04,Belmont Gardens,294200,298800,303100,307400,294200,289300
2008-05,Belmont Gardens,289300,294200,298800,303100,289300,284100
2008-06,Belmont Gardens,284100,289300,294200,298800,284100,278000
2008-07,Belmont Gardens,278000,284100,289300,294200,278000,271000
2008-08,Belmont Gardens,271000,278000,284100,289300,271000,263800
2008-09,Belmont Gardens,263800,271000,278000,284100,263800,256400
2008-10,Belmont Gardens,256400,263800,271000,278000,256400,248900
2008-11,Belmont Gardens,248900,256400,263800,271000,248900,241000
2008-12,Belmont Gardens,241000,248900,256400,263800,241000,233200
2009-01,Belmont Gardens,233200,241000,248900,256400,233200,225500
2009-02,Belmont Gardens,225500,233200,241000,248900,225500,217800
2009-03,Belmont Gardens,217800,225500,233200,241000,217800,209700
2009-04,Belmont Gardens,209700,217800,225500,233200,209700,201600
2009-05,Belmont Gardens,201600,209700,217800,225500,201600,194000
2009-06,Belmont Gardens,194000,201600,209700,217800,194000,187300
2009-07,Belmont Gardens,187300,194000,201600,209700,187300,182000
2009-08,Belmont Gardens,182000,187300,194000,201600,182000,178000
2009-09,Belmont Gardens,178000,182000,187300,194000,178000,175000
2009-10,Belmont Gardens,175000,178000,182000,187300,175000,173200
2009-11,Belmont Gardens,173200,175000,178000,182000,173200,172400
2009-12,Belmont Gardens,172400,173200,175000,178000,172400,172300
2010-01,Belmont Gardens,172300,172400,173200,175000,172300,172400
2010-02,Belmont Gardens,172400,172300,172400,173200,172400,172100
2010-03,Belmont Gardens,172100,172400,172300,172400,172100,171800
2010-04,Belmont Gardens,171800,172100,172400,172300,171800,171700
2010-05,Belmont Gardens,171700,171800,172100,172400,171700,171500
2010-06,Belmont Gardens,171500,171700,171800,172100,171500,170600
2010-07,Belmont Gardens,170600,171500,171700,171800,170600,170000
2010-08,Belmont Gardens,170000,170600,171500,171700,170000,168800
2010-09,Belmont Gardens,168800,170000,170600,171500,168800,166900
2010-10,Belmont Gardens,166900,168800,170000,170600,166900,164600
2010-11,Belmont Gardens,164600,166900,168800,170000,164600,163100
2010-12,Belmont Gardens,163100,164600,166900,168800,163100,163000
2011-01,Belmont Gardens,163000,163100,164600,166900,163000,162500
2011-02,Belmont Gardens,162500,163000,163100,164600,162500,160400
2011-03,Belmont Gardens,160400,162500,163000,163100,160400,158500
2011-04,Belmont Gardens,158500,160400,162500,163000,158500,157100
2011-05,Belmont Gardens,157100,158500,160400,162500,157100,153100
2011-06,Belmont Gardens,153100,157100,158500,160400,153100,147800
2011-07,Belmont Gardens,147800,153100,157100,158500,147800,143300
2011-08,Belmont Gardens,143300,147800,153100,157100,143300,140100
2011-09,Belmont Gardens,140100,143300,147800,153100,140100,137800
2011-10,Belmont Gardens,137800,140100,143300,147800,137800,136600
2011-11,Belmont Gardens,136600,137800,140100,143300,136600,135800
2011-12,Belmont Gardens,135800,136600,137800,140100,135800,134700
2012-01,Belmont Gardens,134700,135800,136600,137800,134700,134000
2012-02,Belmont Gardens,134000,134700,135800,136600,134000,134400
2012-03,Belmont Gardens,134400,134000,134700,135800,134400,134400
2012-04,Belmont Gardens,134400,134400,134000,134700,134400,133800
2012-05,Belmont Gardens,133800,134400,134400,134000,133800,135200
2012-06,Belmont Gardens,135200,133800,134400,134400,135200,138200
2012-07,Belmont Gardens,138200,135200,133800,134400,138200,140000
2012-08,Belmont Gardens,140000,138200,135200,133800,140000,140700
2012-09,Belmont Gardens,140700,140000,138200,135200,140700,141700
2012-10,Belmont Gardens,141700,140700,140000,138200,141700,142800
2012-11,Belmont Gardens,142800,141700,140700,140000,142800,143200
2012-12,Belmont Gardens,143200,142800,141700,140700,143200,143700
2013-01,Belmont Gardens,143700,143200,142800,141700,143700,144600
2013-02,Belmont Gardens,144600,143700,143200,142800,144600,146700
2013-03,Belmont Gardens,146700,144600,143700,143200,146700,149300
2013-04,Belmont Gardens,149300,146700,144600,143700,149300,152700
2013-05,Belmont Gardens,152700,149300,146700,144600,152700,157400
2013-06,Belmont Gardens,157400,152700,149300,146700,157400,162700
2013-07,Belmont Gardens,162700,157400,152700,149300,162700,167200
2013-08,Belmont Gardens,167200,162700,157400,152700,167200,171400
2013-09,Belmont Gardens,171400,167200,162700,157400,171400,175100
2013-10,Belmont Gardens,175100,171400,167200,162700,175100,177200
2013-11,Belmont Gardens,177200,175100,171400,167200,177200,178400
2013-12,Belmont Gardens,178400,177200,175100,171400,178400,180100
2014-01,Belmont Gardens,180100,178400,177200,175100,180100,182200
2014-02,Belmont Gardens,182200,180100,178400,177200,182200,183900
2014-03,Belmont Gardens,183900,182200,180100,178400,183900,185000
2014-04,Belmont Gardens,185000,183900,182200,180100,185000,184800
2014-05,Belmont Gardens,184800,185000,183900,182200,184800,184900
2014-06,Belmont Gardens,184900,184800,185000,183900,184900,186500
2014-07,Belmont Gardens,186500,184900,184800,185000,186500,189000
2014-08,Belmont Gardens,189000,186500,184900,184800,189000,191400
2014-09,Belmont Gardens,191400,189000,186500,184900,191400,193500
2014-10,Belmont Gardens,193500,191400,189000,186500,193500,196700
2014-11,Belmont Gardens,196700,193500,191400,189000,196700,200200
2014-12,Belmont Gardens,200200,196700,193500,191400,200200,201300
2015-01,Belmont Gardens,201300,200200,196700,193500,201300,200400
2015-02,Belmont Gardens,200400,201300,200200,196700,200400,200500
2015-03,Belmont Gardens,200500,200400,201300,200200,200500,202200
2015-04,Belmont Gardens,202200,200500,200400,201300,202200,204700
2015-05,Belmont Gardens,204700,202200,200500,200400,204700,206600
2015-06,Belmont Gardens,206600,204700,202200,200500,206600,206900
2015-07,Belmont Gardens,206900,206600,204700,202200,206900,207600
2015-08,Belmont Gardens,207600,206900,206600,204700,207600,209500
2015-09,Belmont Gardens,209500,207600,206900,206600,209500,212600
2015-10,Belmont Gardens,212600,209500,207600,206900,212600,214600
2015-11,Belmont Gardens,214600,212600,209500,207600,214600,214600
2015-12,Belmont Gardens,214600,214600,212600,209500,214600,215800
2016-01,Belmont Gardens,215800,214600,214600,212600,215800,218800
2016-02,Belmont Gardens,218800,215800,214600,214600,218800,220700
2016-03,Belmont Gardens,220700,218800,215800,214600,220700,223700
2016-04,Belmont Gardens,223700,220700,218800,215800,223700,228000
2016-05,Belmont Gardens,228000,223700,220700,218800,228000,230100
2016-06,Belmont Gardens,230100,228000,223700,220700,230100,230500
2016-07,Belmont Gardens,230500,230100,228000,223700,230500,231400
2016-08,Belmont Gardens,231400,230500,230100,228000,231400,231900
2016-09,Belmont Gardens,231900,231400,230500,230100,231900,231300
2016-10,Belmont Gardens,231300,231900,231400,230500,231300,230300
2016-11,Belmont Gardens,230300,231300,231900,231400,230300,230000
2016-12,Belmont Gardens,230000,230300,231300,231900,230000,228400
2017-01,Belmont Gardens,228400,230000,230300,231300,228400,225800
2017-02,Belmont Gardens,225800,228400,230000,230300,225800,224600
2017-03,Belmont Gardens,224600,225800,228400,230000,224600,224600
2017-04,Belmont Gardens,224600,224600,225800,228400,224600,225000
2017-05,Belmont Gardens,225000,224600,224600,225800,225000,226000
2017-06,Belmont Gardens,226000,225000,224600,224600,226000,229300
2017-07,Belmont Gardens,229300,226000,225000,224600,229300,234200
2017-08,Belmont Gardens,234200,229300,226000,225000,234200,238300
2017-09,Belmont Gardens,238300,234200,229300,226000,238300,241500
2017-10,Belmont Gardens,241500,238300,234200,229300,241500,245000
2017-11,Belmont Gardens,245000,241500,238300,234200,245000,247900
2017-12,Belmont Gardens,247900,245000,241500,238300,247900,250300
2018-01,Belmont Gardens,250300,247900,245000,241500,250300,252300
2018-02,Belmont Gardens,252300,250300,247900,245000,252300,253700
2018-03,Belmont Gardens,253700,252300,250300,247900,253700,254900
2018-04,Belmont Gardens,254900,253700,252300,250300,254900,256500
2018-05,Belmont Gardens,256500,254900,253700,252300,256500,257000
2018-06,Belmont Gardens,257000,256500,254900,253700,257000,255900
2018-07,Belmont Gardens,255900,257000,256500,254900,255900,253900
2018-08,Belmont Gardens,253900,255900,257000,256500,253900,251700
2018-09,Belmont Gardens,251700,253900,255900,257000,251700,248300
2018-10,Belmont Gardens,248300,251700,253900,255900,248300,245700
2018-11,Belmont Gardens,245700,248300,251700,253900,245700,244900
2018-12,Belmont Gardens,244900,245700,248300,251700,244900,246300
2019-01,Belmont Gardens,246300,244900,245700,248300,246300,250400
2019-02,Belmont Gardens,250400,246300,244900,245700,250400,252100
2019-03,Belmont Gardens,252100,250400,246300,244900,252100,249100
2019-04,Belmont Gardens,249100,252100,250400,246300,249100,245000
2019-05,Belmont Gardens,245000,249100,252100,250400,245000,243300
2019-06,Belmont Gardens,243300,245000,249100,252100,243300,242100
2019-07,Belmont Gardens,242100,243300,245000,249100,242100,240800
2001-04,Galewood,183500,182000,180500,178700,183500,184900
2001-05,Galewood,184900,183500,182000,180500,184900,186300
2001-06,Galewood,186300,184900,183500,182000,186300,187700
2001-07,Galewood,187700,186300,184900,183500,187700,189000
2001-08,Galewood,189000,187700,186300,184900,189000,190400
2001-09,Galewood,190400,189000,187700,186300,190400,191900
2001-10,Galewood,191900,190400,189000,187700,191900,193600
2001-11,Galewood,193600,191900,190400,189000,193600,195500
2001-12,Galewood,195500,193600,191900,190400,195500,197600
2002-01,Galewood,197600,195500,193600,191900,197600,199900
2002-02,Galewood,199900,197600,195500,193600,199900,202200
2002-03,Galewood,202200,199900,197600,195500,202200,204400
2002-04,Galewood,204400,202200,199900,197600,204400,206600
2002-05,Galewood,206600,204400,202200,199900,206600,208800
2002-06,Galewood,208800,206600,204400,202200,208800,210800
2002-07,Galewood,210800,208800,206600,204400,210800,212800
2002-08,Galewood,212800,210800,208800,206600,212800,214700
2002-09,Galewood,214700,212800,210800,208800,214700,216600
2002-10,Galewood,216600,214700,212800,210800,216600,218900
2002-11,Galewood,218900,216600,214700,212800,218900,221000
2002-12,Galewood,221000,218900,216600,214700,221000,222300
2003-01,Galewood,222300,221000,218900,216600,222300,223100
2003-02,Galewood,223100,222300,221000,218900,223100,224000
2003-03,Galewood,224000,223100,222300,221000,224000,224900
2003-04,Galewood,224900,224000,223100,222300,224900,225800
2003-05,Galewood,225800,224900,224000,223100,225800,226700
2003-06,Galewood,226700,225800,224900,224000,226700,227800
2003-07,Galewood,227800,226700,225800,224900,227800,229100
2003-08,Galewood,229100,227800,226700,225800,229100,230500
2003-09,Galewood,230500,229100,227800,226700,230500,232000
2003-10,Galewood,232000,230500,229100,227800,232000,233500
2003-11,Galewood,233500,232000,230500,229100,233500,234900
2003-12,Galewood,234900,233500,232000,230500,234900,236600
2004-01,Galewood,236600,234900,233500,232000,236600,238500
2004-02,Galewood,238500,236600,234900,233500,238500,240900
2004-03,Galewood,240900,238500,236600,234900,240900,243700
2004-04,Galewood,243700,240900,238500,236600,243700,247000
2004-05,Galewood,247000,243700,240900,238500,247000,250700
2004-06,Galewood,250700,247000,243700,240900,250700,254600
2004-07,Galewood,254600,250700,247000,243700,254600,258400
2004-08,Galewood,258400,254600,250700,247000,258400,261800
2004-09,Galewood,261800,258400,254600,250700,261800,264800
2004-10,Galewood,264800,261800,258400,254600,264800,267400
2004-11,Galewood,267400,264800,261800,258400,267400,270100
