Date,ZillowNeighborhood,ZHVI_t-1,ZHVI_t-2,ZHVI_t-3,ZHVI_t-4,ZHVI_t0,ZHVI_t1
2001-04,Albany Park,190100,187900,185700,183200,190100,192200
2001-05,Albany Park,192200,190100,187900,185700,192200,194300
2001-06,Albany Park,194300,192200,190100,187900,194300,196400
2001-07,Albany Park,196400,194300,192200,190100,196400,198300
2001-08,Albany Park,198300,196400,194300,192200,198300,200000
2001-09,Albany Park,200000,198300,196400,194300,200000,201800
2001-10,Albany Park,201800,200000,198300,196400,201800,203400
2001-11,Albany Park,203400,201800,200000,198300,203400,205200
2001-12,Albany Park,205200,203400,201800,200000,205200,207100
2002-01,Albany Park,207100,205200,203400,201800,207100,209100
2002-02,Albany Park,209100,207100,205200,203400,209100,211100
2002-03,Albany Park,211100,209100,207100,205200,211100,213200
2002-04,Albany Park,213200,211100,209100,207100,213200,215500
2002-05,Albany Park,215500,213200,211100,209100,215500,217800
2002-06,Albany Park,217800,215500,213200,211100,217800,220100
2002-07,Albany Park,220100,217800,215500,213200,220100,222300
2002-08,Albany Park,222300,220100,217800,215500,222300,224400
2002-09,Albany Park,224400,222300,220100,217800,224400,226300
2002-10,Albany Park,226300,224400,222300,220100,226300,228400
2002-11,Albany Park,228400,226300,224400,222300,228400,230300
2002-12,Albany Park,230300,228400,226300,224400,230300,231600
2003-01,Albany Park,231600,230300,228400,226300,231600,232300
2003-02,Albany Park,232300,231600,230300,228400,232300,232900
2003-03,Albany Park,232900,232300,231600,230300,232900,233400
2003-04,Albany Park,233400,232900,232300,231600,233400,233600
2003-05,Albany Park,233600,233400,232900,232300,233600,233700
2003-06,Albany Park,233700,233600,233400,232900,233700,233800
2003-07,Albany Park,233800,233700,233600,233400,233800,234000
2003-08,Albany Park,234000,233800,233700,233600,234000,234400
2003-09,Albany Park,234400,234000,233800,233700,234400,235200
2003-10,Albany Park,235200,234400,234000,233800,235200,236500
2003-11,Albany Park,236500,235200,234400,234000,236500,238300
2003-12,Albany Park,238300,236500,235200,234400,238300,240600
2004-01,Albany Park,240600,238300,236500,235200,240600,243100
2004-02,Albany Park,243100,240600,238300,236500,243100,245400
2004-03,Albany Park,245400,243100,240600,238300,245400,247500
2004-04,Albany Park,247500,245400,243100,240600,247500,249400
2004-05,Albany Park,249400,247500,245400,243100,249400,251300
2004-06,Albany Park,251300,249400,247500,245400,251300,253500
2004-07,Albany Park,253500,251300,249400,247500,253500,256100
2004-08,Albany Park,256100,253500,251300,249400,256100,258800
2004-09,Albany Park,258800,256100,253500,251300,258800,261600
2004-10,Albany Park,261600,258800,256100,253500,261600,263800
2004-11,Albany Park,263800,261600,258800,256100,263800,265800
2004-12,Albany Park,265800,263800,261600,258800,265800,267700
2005-01,Albany Park,267700,265800,263800,261600,267700,269600
2005-02,Albany Park,269600,267700,265800,263800,269600,272100
2005-03,Albany Park,272100,269600,267700,265800,272100,274900
2005-04,Albany Park,274900,272100,269600,267700,274900,277600
2005-05,Albany Park,277600,274900,272100,269600,277600,279900
2005-06,Albany Park,279900,277600,274900,272100,279900,282000
2005-07,Albany Park,282000,279900,277600,274900,282000,283600
2005-08,Albany Park,283600,282000,279900,277600,283600,285000
2005-09,Albany Park,285000,283600,282000,279900,285000,286200
2005-10,Albany Park,286200,285000,283600,282000,286200,287100
2005-11,Albany Park,287100,286200,285000,283600,287100,287800
2005-12,Albany Park,287800,287100,286200,285000,287800,288300
2006-01,Albany Park,288300,287800,287100,286200,288300,288500
2006-02,Albany Park,288500,288300,287800,287100,288500,288800
2006-03,Albany Park,288800,288500,288300,287800,288800,289400
2006-04,Albany Park,289400,288800,288500,288300,289400,289600
2006-05,Albany Park,289600,289400,288800,288500,289600,289700
2006-06,Albany Park,289700,289600,289400,288800,289700,290200
2006-07,Albany Park,290200,289700,289600,289400,290200,290900
2006-08,Albany Park,290900,290200,289700,289600,290900,291700
2006-09,Albany Park,291700,290900,290200,289700,291700,292400
2006-10,Albany Park,292400,291700,290900,290200,292400,292800
2006-11,Albany Park,292800,292400,291700,290900,292800,293200
2006-12,Albany Park,293200,292800,292400,291700,293200,293300
2007-01,Albany Park,293300,293200,292800,292400,293300,292900
2007-02,Albany Park,292900,293300,293200,292800,292900,292800
2007-03,Albany Park,292800,292900,293300,293200,292800,293300
2007-04,Albany Park,293300,292800,292900,293300,293300,293400
2007-05,Albany Park,293400,293300,292800,292900,293400,293300
2007-06,Albany Park,293300,293400,293300,292800,293300,293500
2007-07,Albany Park,293500,293300,293400,293300,293500,293500
2007-08,Albany Park,293500,293500,293300,293400,293500,293900
2007-09,Albany Park,293900,293500,293500,293300,293900,295200
2007-10,Albany Park,295200,293900,293500,293500,295200,296600
2007-11,Albany Park,296600,295200,293900,293500,296600,297400
2007-12,Albany Park,297400,296600,295200,293900,297400,297200
2008-01,Albany Park,297200,297400,296600,295200,297200,295400
2008-02,Albany Park,295400,297200,297400,296600,295400,293400
2008-03,Albany Park,293400,295400,297200,297400,293400,291300
2008-04,Albany Park,291300,293400,295400,297200,291300,288000
2008-05,Albany Park,288000,291300,293400,295400,288000,283700
2008-06,Albany Park,283700,288000,291300,293400,283700,279300
2008-07,Albany Park,279300,283700,288000,291300,279300,274700
2008-08,Albany Park,274700,279300,283700,288000,274700,270400
2008-09,Albany Park,270400,274700,279300,283700,270400,266800
2008-10,Albany Park,266800,270400,274700,279300,266800,263200
2008-11,Albany Park,263200,266800,270400,274700,263200,259400
2008-12,Albany Park,259400,263200,266800,270400,259400,255600
2009-01,Albany Park,255600,259400,263200,266800,255600,251400
2009-02,Albany Park,251400,255600,259400,263200,251400,247500
2009-03,Albany Park,247500,251400,255600,259400,247500,243700
2009-04,Albany Park,243700,247500,251400,255600,243700,238800
2009-05,Albany Park,238800,243700,247500,251400,238800,233900
2009-06,Albany Park,233900,238800,243700,247500,233900,230100
2009-07,Albany Park,230100,233900,238800,243700,230100,226900
2009-08,Albany Park,226900,230100,233900,238800,226900,223800
2009-09,Albany Park,223800,226900,230100,233900,223800,221300
2009-10,Albany Park,221300,223800,226900,230100,221300,219200
2009-11,Albany Park,219200,221300,223800,226900,219200,216100
2009-12,Albany Park,216100,219200,221300,223800,216100,214100
2010-01,Albany Park,214100,216100,219200,221300,214100,215200
2010-02,Albany Park,215200,214100,216100,219200,215200,213400
2010-03,Albany Park,213400,215200,214100,216100,213400,207900
2010-04,Albany Park,207900,213400,215200,214100,207900,205700
2010-05,Albany Park,205700,207900,213400,215200,205700,206500
2010-06,Albany Park,206500,205700,207900,213400,206500,205900
2010-07,Albany Park,205900,206500,205700,207900,205900,205400
2010-08,Albany Park,205400,205900,206500,205700,205400,204500
2010-09,Albany Park,204500,205400,205900,206500,204500,202600
2010-10,Albany Park,202600,204500,205400,205900,202600,200300
2010-11,Albany Park,200300,202600,204500,205400,200300,198100
2010-12,Albany Park,198100,200300,202600,204500,198100,196900
2011-01,Albany Park,196900,198100,200300,202600,196900,196500
2011-02,Albany Park,196500,196900,198100,200300,196500,196100
2011-03,Albany Park,196100,196500,196900,198100,196100,195300
2011-04,Albany Park,195300,196100,196500,196900,195300,194100
2011-05,Albany Park,194100,195300,196100,196500,194100,191100
2011-06,Albany Park,191100,194100,195300,196100,191100,187600
2011-07,Albany Park,187600,191100,194100,195300,187600,184200
2011-08,Albany Park,184200,187600,191100,194100,184200,180300
2011-09,Albany Park,180300,184200,187600,191100,180300,176000
2011-10,Albany Park,176000,180300,184200,187600,176000,172900
2011-11,Albany Park,172900,176000,180300,184200,172900,172000
2011-12,Albany Park,172000,172900,176000,180300,172000,170200
2012-01,Albany Park,170200,172000,172900,176000,170200,167000
2012-02,Albany Park,167000,170200,172000,172900,167000,165300
2012-03,Albany Park,165300,167000,170200,172000,165300,165400
2012-04,Albany Park,165400,165300,167000,170200,165400,165200
2012-05,Albany Park,165200,165400,165300,167000,165200,164900
2012-06,Albany Park,164900,165200,165400,165300,164900,165200
2012-07,Albany Park,165200,164900,165200,165400,165200,166200
2012-08,Albany Park,166200,165200,164900,165200,166200,167500
2012-09,Albany Park,167500,166200,165200,164900,167500,168000
2012-10,Albany Park,168000,167500,166200,165200,168000,168000
2012-11,Albany Park,168000,168000,167500,166200,168000,168700
2012-12,Albany Park,168700,168000,168000,167500,168700,170200
2013-01,Albany Park,170200,168700,168000,168000,170200,171200
2013-02,Albany Park,171200,170200,168700,168000,171200,171600
2013-03,Albany Park,171600,171200,170200,168700,171600,173200
2013-04,Albany Park,173200,171600,171200,170200,173200,175800
2013-05,Albany Park,175800,173200,171600,171200,175800,179400
2013-06,Albany Park,179400,175800,173200,171600,179400,183600
2013-07,Albany Park,183600,179400,175800,173200,183600,186600
2013-08,Albany Park,186600,183600,179400,175800,186600,189400
2013-09,Albany Park,189400,186600,183600,179400,189400,192600
2013-10,Albany Park,192600,189400,186600,183600,192600,194600
2013-11,Albany Park,194600,192600,189400,186600,194600,195400
2013-12,Albany Park,195400,194600,192600,189400,195400,195800
2014-01,Albany Park,195800,195400,194600,192600,195800,196000
2014-02,Albany Park,196000,195800,195400,194600,196000,197600
2014-03,Albany Park,197600,196000,195800,195400,197600,200200
2014-04,Albany Park,200200,197600,196000,195800,200200,202000
2014-05,Albany Park,202000,200200,197600,196000,202000,202300
2014-06,Albany Park,202300,202000,200200,197600,202300,202700
2014-07,Albany Park,202700,202300,202000,200200,202700,204000
2014-08,Albany Park,204000,202700,202300,202000,204000,205500
2014-09,Albany Park,205500,204000,202700,202300,205500,206300
2014-10,Albany Park,206300,205500,204000,202700,206300,207500
2014-11,Albany Park,207500,206300,205500,204000,207500,209100
2014-12,Albany Park,209100,207500,206300,205500,209100,209600
2015-01,Albany Park,209600,209100,207500,206300,209600,209600
2015-02,Albany Park,209600,209600,209100,207500,209600,210900
2015-03,Albany Park,210900,209600,209600,209100,210900,212900
2015-04,Albany Park,212900,210900,209600,209600,212900,214200
2015-05,Albany Park,214200,212900,210900,209600,214200,216300
2015-06,Albany Park,216300,214200,212900,210900,216300,218900
2015-07,Albany Park,218900,216300,214200,212900,218900,220800
2015-08,Albany Park,220800,218900,216300,214200,220800,222100
2015-09,Albany Park,222100,220800,218900,216300,222100,224500
2015-10,Albany Park,224500,222100,220800,218900,224500,227200
2015-11,Albany Park,227200,224500,222100,220800,227200,229400
2015-12,Albany Park,229400,227200,224500,222100,229400,231600
2016-01,Albany Park,231600,229400,227200,224500,231600,234600
2016-02,Albany Park,234600,231600,229400,227200,234600,236800
2016-03,Albany Park,236800,234600,231600,229400,236800,237600
2016-04,Albany Park,237600,236800,234600,231600,237600,239100
2016-05,Albany Park,239100,237600,236800,234600,239100,242200
2016-06,Albany Park,242200,239100,237600,236800,242200,244800
2016-07,Albany Park,244800,242200,239100,237600,244800,246100
2016-08,Albany Park,246100,244800,242200,239100,246100,248000
2016-09,Albany Park,248000,246100,244800,242200,248000,250000
2016-10,Albany Park,250000,248000,246100,244800,250000,251200
2016-11,Albany Park,251200,250000,248000,246100,251200,251400
2016-12,Albany Park,251400,251200,250000,248000,251400,252000
2017-01,Albany Park,252000,251400,251200,250000,252000,253100
2017-02,Albany Park,253100,252000,251400,251200,253100,254600
2017-03,Albany Park,254600,253100,252000,251400,254600,256500
2017-04,Albany Park,256500,254600,253100,252000,256500,257900
2017-05,Albany Park,257900,256500,254600,253100,257900,257500
2017-06,Albany Park,257500,257900,256500,254600,257500,256400
2017-07,Albany Park,256400,257500,257900,256500,256400,255500
2017-08,Albany Park,255500,256400,257500,257900,255500,254900
2017-09,Albany Park,254900,255500,256400,257500,254900,256100
2017-10,Albany Park,256100,254900,255500,256400,256100,258800
2017-11,Albany Park,258800,256100,254900,255500,258800,260500
2017-12,Albany Park,260500,258800,256100,254900,260500,262000
2018-01,Albany Park,262000,260500,258800,256100,262000,263800
2018-02,Albany Park,263800,262000,260500,258800,263800,265400
2018-03,Albany Park,265400,263800,262000,260500,265400,267300
2018-04,Albany Park,267300,265400,263800,262000,267300,268600
2018-05,Albany Park,268600,267300,265400,263800,268600,267800
2018-06,Albany Park,267800,268600,267300,265400,267800,266500
2018-07,Albany Park,266500,267800,268600,267300,266500,266300
2018-08,Albany Park,266300,266500,267800,268600,266300,266000
2018-09,Albany Park,266000,266300,266500,267800,266000,265200
2018-10,Albany Park,265200,266000,266300,266500,265200,264800
2018-11,Albany Park,264800,265200,266000,266300,264800,264500
2018-12,Albany Park,264500,264800,265200,266000,264500,265000
2019-01,Albany Park,265000,264500,264800,265200,265000,267200
2019-02,Albany Park,267200,265000,264500,264800,267200,267700
2019-03,Albany Park,267700,267200,265000,264500,267700,265900
2019-04,Albany Park,265900,267700,267200,265000,265900,264100
2019-05,Albany Park,264100,265900,267700,267200,264100,263400
2019-06,Albany Park,263400,264100,265900,267700,263400,262600
2019-07,Albany Park,262600,263400,264100,265900,262600,261500
2001-04,Archer Heights,136600,135800,135000,134100,136600,137400
2001-05,Archer Heights,137400,136600,135800,135000,137400,138200
2001-06,Archer Heights,138200,137400,136600,135800,138200,139000
2001-07,Archer Heights,139000,138200,137400,136600,139000,140000
2001-08,Archer Heights,140000,139000,138200,137400,140000,141000
2001-09,Archer Heights,141000,140000,139000,138200,141000,142100
2001-10,Archer Heights,142100,141000,140000,139000,142100,143300
2001-11,Archer Heights,143300,142100,141000,140000,143300,144600
2001-12,Archer Heights,144600,143300,142100,141000,144600,145900
2002-01,Archer Heights,145900,144600,143300,142100,145900,147200
2002-02,Archer Heights,147200,145900,144600,143300,147200,148500
2002-03,Archer Heights,148500,147200,145900,144600,148500,149700
2002-04,Archer Heights,149700,148500,147200,145900,149700,150800
2002-05,Archer Heights,150800,149700,148500,147200,150800,151900
2002-06,Archer Heights,151900,150800,149700,148500,151900,153000
2002-07,Archer Heights,153000,151900,150800,149700,153000,154200
2002-08,Archer Heights,154200,153000,151900,150800,154200,155400
2002-09,Archer Heights,155400,154200,153000,151900,155400,156700
2002-10,Archer Heights,156700,155400,154200,153000,156700,158000
2002-11,Archer Heights,158000,156700,155400,154200,158000,159200
2002-12,Archer Heights,159200,158000,156700,155400,159200,160500
2003-01,Archer Heights,160500,159200,158000,156700,160500,161800
2003-02,Archer Heights,161800,160500,159200,158000,161800,163300
2003-03,Archer Heights,163300,161800,160500,159200,163300,164800
2003-04,Archer Heights,164800,163300,161800,160500,164800,166700
2003-05,Archer Heights,166700,164800,163300,161800,166700,168800
2003-06,Archer Heights,168800,166700,164800,163300,168800,171300
2003-07,Archer Heights,171300,168800,166700,164800,171300,174100
2003-08,Archer Heights,174100,171300,168800,166700,174100,176800
2003-09,Archer Heights,176800,174100,171300,168800,176800,179500
2003-10,Archer Heights,179500,176800,174100,171300,179500,182000
2003-11,Archer Heights,182000,179500,176800,174100,182000,184100
2003-12,Archer Heights,184100,182000,179500,176800,184100,186000
2004-01,Archer Heights,186000,184100,182000,179500,186000,187700
2004-02,Archer Heights,187700,186000,184100,182000,187700,189500
2004-03,Archer Heights,189500,187700,186000,184100,189500,191400
2004-04,Archer Heights,191400,189500,187700,186000,191400,193400
2004-05,Archer Heights,193400,191400,189500,187700,193400,195300
2004-06,Archer Heights,195300,193400,191400,189500,195300,196900
2004-07,Archer Heights,196900,195300,193400,191400,196900,198200
2004-08,Archer Heights,198200,196900,195300,193400,198200,199200
2004-09,Archer Heights,199200,198200,196900,195300,199200,200300
2004-10,Archer Heights,200300,199200,198200,196900,200300,201700
2004-11,Archer Heights,201700,200300,199200,198200,201700,203400
2004-12,Archer Heights,203400,201700,200300,199200,203400,205600
2005-01,Archer Heights,205600,203400,201700,200300,205600,208100
2005-02,Archer Heights,208100,205600,203400,201700,208100,210900
2005-03,Archer Heights,210900,208100,205600,203400,210900,213900
2005-04,Archer Heights,213900,210900,208100,205600,213900,216800
2005-05,Archer Heights,216800,213900,210900,208100,216800,219600
2005-06,Archer Heights,219600,216800,213900,210900,219600,222300
2005-07,Archer Heights,222300,219600,216800,213900,222300,224800
2005-08,Archer Heights,224800,222300,219600,216800,224800,227200
2005-09,Archer Heights,227200,224800,222300,219600,227200,229300
2005-10,Archer Heights,229300,227200,224800,222300,229300,231400
2005-11,Archer Heights,231400,229300,227200,224800,231400,233500
2005-12,Archer Heights,233500,231400,229300,227200,233500,235300
2006-01,Archer Heights,235300,233500,231400,229300,235300,236900
2006-02,Archer Heights,236900,235300,233500,231400,236900,238500
2006-03,Archer Heights,238500,236900,235300,233500,238500,239900
2006-04,Archer Heights,239900,238500,236900,235300,239900,240900
2006-05,Archer Heights,240900,239900,238500,236900,240900,241700
2006-06,Archer Heights,241700,240900,239900,238500,241700,242600
2006-07,Archer Heights,242600,241700,240900,239900,242600,243700
2006-08,Archer Heights,243700,242600,241700,240900,243700,245000
2006-09,Archer Heights,245000,243700,242600,241700,245000,246100
2006-10,Archer Heights,246100,245000,243700,242600,246100,246900
2006-11,Archer Heights,246900,246100,245000,243700,246900,247400
2006-12,Archer Heights,247400,246900,246100,245000,247400,247700
2007-01,Archer Heights,247700,247400,246900,246100,247700,247600
2007-02,Archer Heights,247600,247700,247400,246900,247600,247100
2007-03,Archer Heights,247100,247600,247700,247400,247100,246400
2007-04,Archer Heights,246400,247100,247600,247700,246400,245300
2007-05,Archer Heights,245300,246400,247100,247600,245300,244200
2007-06,Archer Heights,244200,245300,246400,247100,244200,243300
2007-07,Archer Heights,243300,244200,245300,246400,243300,242600
2007-08,Archer Heights,242600,243300,244200,245300,242600,241900
2007-09,Archer Heights,241900,242600,243300,244200,241900,241100
2007-10,Archer Heights,241100,241900,242600,243300,241100,240000
2007-11,Archer Heights,240000,241100,241900,242600,240000,238200
2007-12,Archer Heights,238200,240000,241100,241900,238200,235900
2008-01,Archer Heights,235900,238200,240000,241100,235900,233200
2008-02,Archer Heights,233200,235900,238200,240000,233200,230300
2008-03,Archer Heights,230300,233200,235900,238200,230300,227100
2008-04,Archer Heights,227100,230300,233200,235900,227100,223700
2008-05,Archer Heights,223700,227100,230300,233200,223700,220200
2008-06,Archer Heights,220200,223700,227100,230300,220200,216700
2008-07,Archer Heights,216700,220200,223700,227100,216700,212800
2008-08,Archer Heights,212800,216700,220200,223700,212800,209300
2008-09,Archer Heights,209300,212800,216700,220200,209300,206100
2008-10,Archer Heights,206100,209300,212800,216700,206100,202900
2008-11,Archer Heights,202900,206100,209300,212800,202900,199400
2008-12,Archer Heights,199400,202900,206100,209300,199400,195700
2009-01,Archer Heights,195700,199400,202900,206100,195700,191800
2009-02,Archer Heights,191800,195700,199400,202900,191800,187700
2009-03,Archer Heights,187700,191800,195700,199400,187700,183000
2009-04,Archer Heights,183000,187700,191800,195700,183000,178000
2009-05,Archer Heights,178000,183000,187700,191800,178000,173200
2009-06,Archer Heights,173200,178000,183000,187700,173200,169000
2009-07,Archer Heights,169000,173200,178000,183000,169000,165500
2009-08,Archer Heights,165500,169000,173200,178000,165500,162500
2009-09,Archer Heights,162500,165500,169000,173200,162500,160000
2009-10,Archer Heights,160000,162500,165500,169000,160000,158200
2009-11,Archer Heights,158200,160000,162500,165500,158200,157100
2009-12,Archer Heights,157100,158200,160000,162500,157100,156600
2010-01,Archer Heights,156600,157100,158200,160000,156600,156600
2010-02,Archer Heights,156600,156600,157100,158200,156600,155800
2010-03,Archer Heights,155800,156600,156600,157100,155800,154500
2010-04,Archer Heights,154500,155800,156600,156600,154500,153800
2010-05,Archer Heights,153800,154500,155800,156600,153800,153500
2010-06,Archer Heights,153500,153800,154500,155800,153500,152400
2010-07,Archer Heights,152400,153500,153800,154500,152400,150800
2010-08,Archer Heights,150800,152400,153500,153800,150800,148800
2010-09,Archer Heights,148800,150800,152400,153500,148800,146900
2010-10,Archer Heights,146900,148800,150800,152400,146900,145100
2010-11,Archer Heights,145100,146900,148800,150800,145100,142600
2010-12,Archer Heights,142600,145100,146900,148800,142600,140100
2011-01,Archer Heights,140100,142600,145100,146900,140100,138000
2011-02,Archer Heights,138000,140100,142600,145100,138000,136000
2011-03,Archer Heights,136000,138000,140100,142600,136000,134300
2011-04,Archer Heights,134300,136000,138000,140100,134300,133100
2011-05,Archer Heights,133100,134300,136000,138000,133100,131900
2011-06,Archer Heights,131900,133100,134300,136000,131900,129900
2011-07,Archer Heights,129900,131900,133100,134300,129900,127600
2011-08,Archer Heights,127600,129900,131900,133100,127600,125300
2011-09,Archer Heights,125300,127600,129900,131900,125300,122900
2011-10,Archer Heights,122900,125300,127600,129900,122900,120200
2011-11,Archer Heights,120200,122900,125300,127600,120200,119300
2011-12,Archer Heights,119300,120200,122900,125300,119300,118900
2012-01,Archer Heights,118900,119300,120200,122900,118900,117600
2012-02,Archer Heights,117600,118900,119300,120200,117600,116400
2012-03,Archer Heights,116400,117600,118900,119300,116400,116700
2012-04,Archer Heights,116700,116400,117600,118900,116700,116500
2012-05,Archer Heights,116500,116700,116400,117600,116500,115400
2012-06,Archer Heights,115400,116500,116700,116400,115400,114800
2012-07,Archer Heights,114800,115400,116500,116700,114800,115200
2012-08,Archer Heights,115200,114800,115400,116500,115200,115100
2012-09,Archer Heights,115100,115200,114800,115400,115100,114800
2012-10,Archer Heights,114800,115100,115200,114800,114800,115200
2012-11,Archer Heights,115200,114800,115100,115200,115200,114600
2012-12,Archer Heights,114600,115200,114800,115100,114600,114100
2013-01,Archer Heights,114100,114600,115200,114800,114100,114800
2013-02,Archer Heights,114800,114100,114600,115200,114800,116400
2013-03,Archer Heights,116400,114800,114100,114600,116400,116700
2013-04,Archer Heights,116700,116400,114800,114100,116700,116400
2013-05,Archer Heights,116400,116700,116400,114800,116400,117100
2013-06,Archer Heights,117100,116400,116700,116400,117100,118900
2013-07,Archer Heights,118900,117100,116400,116700,118900,120400
2013-08,Archer Heights,120400,118900,117100,116400,120400,121900
2013-09,Archer Heights,121900,120400,118900,117100,121900,122800
2013-10,Archer Heights,122800,121900,120400,118900,122800,123500
2013-11,Archer Heights,123500,122800,121900,120400,123500,124200
2013-12,Archer Heights,124200,123500,122800,121900,124200,124700
2014-01,Archer Heights,124700,124200,123500,122800,124700,124600
2014-02,Archer Heights,124600,124700,124200,123500,124600,124600
2014-03,Archer Heights,124600,124600,124700,124200,124600,125200
2014-04,Archer Heights,125200,124600,124600,124700,125200,126600
2014-05,Archer Heights,126600,125200,124600,124600,126600,128000
2014-06,Archer Heights,128000,126600,125200,124600,128000,128900
2014-07,Archer Heights,128900,128000,126600,125200,128900,129600
2014-08,Archer Heights,129600,128900,128000,126600,129600,129700
2014-09,Archer Heights,129700,129600,128900,128000,129700,129500
2014-10,Archer Heights,129500,129700,129600,128900,129500,129500
2014-11,Archer Heights,129500,129500,129700,129600,129500,130400
2014-12,Archer Heights,130400,129500,129500,129700,130400,131500
2015-01,Archer Heights,131500,130400,129500,129500,131500,132100
2015-02,Archer Heights,132100,131500,130400,129500,132100,132800
2015-03,Archer Heights,132800,132100,131500,130400,132800,134100
2015-04,Archer Heights,134100,132800,132100,131500,134100,136100
2015-05,Archer Heights,136100,134100,132800,132100,136100,138200
2015-06,Archer Heights,138200,136100,134100,132800,138200,139900
2015-07,Archer Heights,139900,138200,136100,134100,139900,140700
2015-08,Archer Heights,140700,139900,138200,136100,140700,142500
2015-09,Archer Heights,142500,140700,139900,138200,142500,145900
2015-10,Archer Heights,145900,142500,140700,139900,145900,148900
2015-11,Archer Heights,148900,145900,142500,140700,148900,149300
2015-12,Archer Heights,149300,148900,145900,142500,149300,148900
2016-01,Archer Heights,148900,149300,148900,145900,148900,150200
2016-02,Archer Heights,150200,148900,149300,148900,150200,152000
2016-03,Archer Heights,152000,150200,148900,149300,152000,153900
2016-04,Archer Heights,153900,152000,150200,148900,153900,155400
2016-05,Archer Heights,155400,153900,152000,150200,155400,156800
2016-06,Archer Heights,156800,155400,153900,152000,156800,158000
2016-07,Archer Heights,158000,156800,155400,153900,158000,159900
2016-08,Archer Heights,159900,158000,156800,155400,159900,160900
2016-09,Archer Heights,160900,159900,158000,156800,160900,161300
2016-10,Archer Heights,161300,160900,159900,158000,161300,162300
2016-11,Archer Heights,162300,161300,160900,159900,162300,163900
2016-12,Archer Heights,163900,162300,161300,160900,163900,164300
2017-01,Archer Heights,164300,163900,162300,161300,164300,163700
2017-02,Archer Heights,163700,164300,163900,162300,163700,163000
2017-03,Archer Heights,163000,163700,164300,163900,163000,162200
2017-04,Archer Heights,162200,163000,163700,164300,162200,161300
2017-05,Archer Heights,161300,162200,163000,163700,161300,160300
2017-06,Archer Heights,160300,161300,162200,163000,160300,159600
2017-07,Archer Heights,159600,160300,161300,162200,159600,159300
2017-08,Archer Heights,159300,159600,160300,161300,159300,160000
2017-09,Archer Heights,160000,159300,159600,160300,160000,160300
2017-10,Archer Heights,160300,160000,159300,159600,160300,159500
2017-11,Archer Heights,159500,160300,160000,159300,159500,159200
2017-12,Archer Heights,159200,159500,160300,160000,159200,160700
2018-01,Archer Heights,160700,159200,159500,160300,160700,162500
2018-02,Archer Heights,162500,160700,159200,159500,162500,163500
2018-03,Archer Heights,163500,162500,160700,159200,163500,164100
2018-04,Archer Heights,164100,163500,162500,160700,164100,165100
2018-05,Archer Heights,165100,164100,163500,162500,165100,166100
2018-06,Archer Heights,166100,165100,164100,163500,166100,167000
2018-07,Archer Heights,167000,166100,165100,164100,167000,168100
2018-08,Archer Heights,168100,167000,166100,165100,168100,169500
2018-09,Archer Heights,169500,168100,167000,166100,169500,171000
2018-10,Archer Heights,171000,169500,168100,167000,171000,172100
2018-11,Archer Heights,172100,171000,169500,168100,172100,172900
2018-12,Archer Heights,172900,172100,171000,169500,172900,173800
2019-01,Archer Heights,173800,172900,172100,171000,173800,175100
2019-02,Archer Heights,175100,173800,172900,172100,175100,176000
2019-03,Archer Heights,176000,175100,173800,172900,176000,176100
2019-04,Archer Heights,176100,176000,175100,173800,176100,175800
2019-05,Archer Heights,175800,176100,176000,175100,175800,174800
2019-06,Archer Heights,174800,175800,176100,176000,174800,174100
2019-07,Archer Heights,174100,174800,175800,176100,174100,174100
2001-04,Bridgeport,164700,163600,162400,161000,164700,165800
2001-05,Bridgeport,165800,164700,163600,162400,165800,166800
2001-06,Bridgeport,166800,165800,164700,163600,166800,167900
2001-07,Bridgeport,167900,166800,165800,164700,167900,169100
2001-08,Bridgeport,169100,167900,166800,165800,169100,170500
2001-09,Bridgeport,170500,169100,167900,166800,170500,172200
2001-10,Bridgeport,172200,170500,169100,167900,172200,174000
2001-11,Bridgeport,174000,172200,170500,169100,174000,176200
2001-12,Bridgeport,176200,174000,172200,170500,176200,178600
2002-01,Bridgeport,178600,176200,174000,172200,178600,181200
2002-02,Bridgeport,181200,178600,176200,174000,181200,183800
2002-03,Bridgeport,183800,181200,178600,176200,183800,186300
2002-04,Bridgeport,186300,183800,181200,178600,186300,188600
2002-05,Bridgeport,188600,186300,183800,181200,188600,190900
2002-06,Bridgeport,190900,188600,186300,183800,190900,193100
2002-07,Bridgeport,193100,190900,188600,186300,193100,195300
2002-08,Bridgeport,195300,193100,190900,188600,195300,197400
2002-09,Bridgeport,197400,195300,193100,190900,197400,199500
2002-10,Bridgeport,199500,197400,195300,193100,199500,201900
2002-11,Bridgeport,201900,199500,197400,195300,201900,204100
2002-12,Bridgeport,204100,201900,199500,197400,204100,205600
2003-01,Bridgeport,205600,204100,201900,199500,205600,206800
2003-02,Bridgeport,206800,205600,204100,201900,206800,208500
2003-03,Bridgeport,208500,206800,205600,204100,208500,210900
2003-04,Bridgeport,210900,208500,206800,205600,210900,214000
2003-05,Bridgeport,214000,210900,208500,206800,214000,217800
2003-06,Bridgeport,217800,214000,210900,208500,217800,222100
2003-07,Bridgeport,222100,217800,214000,210900,222100,226800
2003-08,Bridgeport,226800,222100,217800,214000,226800,231300
2003-09,Bridgeport,231300,226800,222100,217800,231300,235300
2003-10,Bridgeport,235300,231300,226800,222100,235300,238900
