Date,ZillowNeighborhood,ARSON,ASSAULT,BATTERY,BURGLARY,CRIM SEXUAL ASSAULT,CRIMINAL DAMAGE,CRIMINAL TRESPASS,DECEPTIVE PRACTICE,GAMBLING,HOMICIDE,INTERFERENCE WITH PUBLIC OFFICER,INTIMIDATION,KIDNAPPING,LIQUOR LAW VIOLATION,MOTOR VEHICLE THEFT,NARCOTICS,OBSCENITY,OFFENSE INVOLVING CHILDREN,OTHER NARCOTIC VIOLATION,OTHER OFFENSE,PROSTITUTION,PUBLIC PEACE VIOLATION,RITUALISM,ROBBERY,SEX OFFENSE,STALKING,THEFT,WEAPONS VIOLATION,PUBLIC INDECENCY,NON-CRIMINAL,NON-CRIMINAL (SUBJECT SPECIFIED),NON - CRIMINAL,CONCEALED CARRY LICENSE VIOLATION,HUMAN TRAFFICKING,ZHVI,TotalCrime
2001-01,Albany Park,2,18,72,23,2,83,8,8,1,2,1,0,0,3,30,37,0,1,0,29,3,2,0,16,5,1,76,2,0,0,0,0,0,0,183200,425.0
2001-02,Albany Park,0,17,70,18,2,56,13,8,0,0,0,0,2,5,24,28,0,1,0,43,0,0,0,18,0,0,52,0,0,0,0,0,0,0,185700,357.0
2001-03,Albany Park,1,22,78,21,2,44,12,11,1,0,1,0,4,1,40,33,0,3,0,40,11,4,0,18,1,0,64,12,0,0,0,0,0,0,187900,424.0
2001-04,Albany Park,2,30,80,20,4,54,12,11,0,0,0,0,0,5,25,31,0,8,0,35,12,0,0,21,4,0,53,5,0,0,0,0,0,0,190100,412.0
2001-05,Albany Park,0,23,95,27,3,64,6,12,1,0,2,1,1,5,26,43,0,3,0,40,2,1,0,17,4,0,63,4,0,0,0,0,0,0,192200,443.0
2001-06,Albany Park,1,18,124,18,1,52,8,9,1,0,0,0,2,2,26,29,0,4,0,21,8,3,0,21,5,1,63,2,0,0,0,0,0,0,194300,419.0
2001-07,Albany Park,5,32,100,16,1,79,7,17,0,2,0,1,0,9,23,31,0,1,0,42,9,4,0,18,2,0,93,5,0,0,0,0,0,0,196400,497.0
2001-08,Albany Park,0,29,104,19,3,59,12,23,2,0,0,1,0,1,19,18,0,2,0,30,19,2,0,19,4,0,75,3,0,0,0,0,0,0,198300,444.0
2001-09,Albany Park,0,27,75,25,2,58,11,9,2,0,1,0,1,10,33,23,0,2,0,32,3,6,0,25,2,1,73,7,0,0,0,0,0,0,200000,428.0
2001-10,Albany Park,0,13,86,21,2,50,17,10,0,0,0,0,0,6,32,31,0,3,0,32,1,5,0,13,4,0,70,7,0,0,0,0,0,0,201800,403.0
2001-11,Albany Park,1,17,55,23,2,46,9,10,3,2,1,0,0,5,32,21,0,2,0,19,8,4,0,13,3,0,51,2,0,0,0,0,0,0,203400,329.0
2001-12,Albany Park,2,18,77,17,1,55,9,7,1,1,0,1,1,7,36,23,0,1,0,35,0,2,0,8,2,0,57,7,0,0,0,0,0,0,205200,368.0
2002-01,Albany Park,3,18,46,30,0,54,17,12,0,1,1,0,0,3,22,38,0,6,0,52,6,5,0,9,2,1,51,2,0,0,0,0,0,0,207100,379.0
2002-02,Albany Park,1,16,71,31,0,57,15,10,1,0,0,0,1,2,23,34,0,3,0,55,0,3,0,11,5,0,50,3,0,0,0,0,0,0,209100,392.0
2002-03,Albany Park,1,21,69,25,0,48,17,6,0,0,0,0,1,6,21,26,0,1,0,44,8,3,0,13,2,0,41,3,0,0,0,0,0,0,211100,356.0
2002-04,Albany Park,1,12,67,26,1,57,19,11,2,0,0,1,0,4,20,25,0,0,0,41,10,0,0,11,6,0,49,1,0,0,0,0,0,0,213200,364.0
2002-05,Albany Park,0,20,100,39,5,55,16,10,1,0,0,0,1,8,22,23,0,1,0,43,10,2,0,9,11,0,64,7,0,0,0,0,0,0,215500,447.0
2002-06,Albany Park,2,22,75,35,4,64,8,11,2,1,0,1,1,7,22,32,0,2,0,32,11,5,0,15,8,0,65,4,0,0,0,0,0,0,217800,429.0
2002-07,Albany Park,2,23,98,39,1,59,11,15,2,1,1,0,1,4,32,18,0,1,0,43,10,2,0,15,10,0,92,6,0,0,0,0,0,0,220100,486.0
2002-08,Albany Park,1,35,95,34,2,48,9,13,2,3,0,0,2,5,30,31,0,2,0,35,0,1,0,18,5,1,77,8,0,0,0,0,0,0,222300,457.0
2002-09,Albany Park,2,22,96,42,1,38,12,9,1,1,0,0,0,3,26,33,0,2,0,29,2,1,0,11,7,0,78,3,0,0,0,0,0,0,224400,419.0
2002-10,Albany Park,0,28,88,35,7,60,13,9,2,0,1,0,1,3,22,19,0,1,0,43,10,3,0,21,2,1,88,5,0,0,0,0,0,0,226300,462.0
2002-11,Albany Park,1,15,67,32,3,47,10,16,1,0,0,0,1,4,16,24,0,2,0,27,9,1,0,15,3,0,99,3,0,0,0,0,0,0,228400,396.0
2002-12,Albany Park,0,8,63,40,0,54,15,13,0,0,0,0,0,4,24,22,0,4,0,35,6,0,0,14,2,0,66,4,0,0,0,0,0,0,230300,374.0
2003-01,Albany Park,0,18,61,36,3,45,13,13,1,0,1,0,0,2,34,25,0,3,0,29,10,0,0,20,4,1,62,4,0,0,0,0,0,0,231600,385.0
2003-02,Albany Park,0,18,60,28,0,42,8,8,1,0,1,0,1,1,22,21,0,1,0,38,10,1,0,16,5,0,54,3,0,0,0,0,0,0,232300,339.0
2003-03,Albany Park,1,16,52,20,1,36,8,9,0,3,1,0,2,11,26,27,0,2,0,40,7,3,0,12,4,0,67,4,0,0,0,0,0,0,232900,352.0
2003-04,Albany Park,0,27,73,14,1,64,12,12,1,0,2,0,1,2,31,17,0,2,0,37,12,3,0,19,3,0,81,3,0,0,0,0,0,0,233400,417.0
2003-05,Albany Park,0,18,90,21,2,55,11,15,0,0,0,0,0,3,23,35,0,0,0,40,9,4,0,10,2,0,67,3,0,0,0,0,0,0,233600,408.0
2003-06,Albany Park,1,19,95,12,1,44,8,13,1,1,1,0,0,4,19,24,0,3,0,44,9,2,0,12,0,0,73,5,0,0,0,0,0,0,233700,391.0
2003-07,Albany Park,1,26,89,22,1,66,11,24,0,0,1,0,1,5,28,28,0,2,0,30,9,2,0,17,1,0,109,5,0,0,0,0,0,0,233800,478.0
2003-08,Albany Park,1,29,92,27,3,75,11,14,2,0,0,0,4,3,28,27,0,3,0,29,21,4,0,16,3,0,82,3,0,0,0,0,0,0,234000,477.0
2003-09,Albany Park,1,36,76,26,1,74,8,5,1,2,0,1,2,2,21,22,0,3,0,33,8,2,0,21,3,0,59,0,0,0,0,0,0,0,234400,407.0
2003-10,Albany Park,0,20,76,36,2,61,8,13,1,1,1,1,1,1,29,31,0,1,0,36,11,2,0,14,2,1,68,2,0,0,0,0,0,0,235200,419.0
2003-11,Albany Park,2,17,61,22,0,97,10,14,3,0,0,0,0,2,23,22,0,1,0,35,10,2,0,15,3,0,85,2,0,0,0,0,0,0,236500,426.0
2003-12,Albany Park,1,13,60,31,1,48,14,8,0,1,1,1,1,3,28,23,0,1,0,28,2,1,0,11,1,1,70,1,0,0,0,0,0,0,238300,350.0
2004-01,Albany Park,0,21,54,19,3,40,6,13,1,0,2,0,3,4,24,21,0,3,0,30,2,1,0,15,5,0,85,0,0,0,0,0,0,0,240600,352.0
2004-02,Albany Park,0,26,54,26,1,51,12,10,1,0,0,0,0,4,21,17,0,3,0,38,5,2,0,13,2,0,53,1,0,0,0,0,0,0,243100,340.0
2004-03,Albany Park,0,23,53,15,0,57,15,11,1,1,1,0,0,1,12,17,0,1,0,27,1,3,0,13,1,0,86,2,0,0,0,0,0,0,245400,341.0
2004-04,Albany Park,0,19,65,17,0,57,12,2,0,1,0,0,1,1,15,17,0,2,0,33,13,1,0,13,2,0,44,4,0,0,0,0,0,0,247500,319.0
2004-05,Albany Park,0,20,79,14,0,74,18,7,1,0,0,0,0,2,27,28,0,0,0,32,13,2,0,11,2,0,66,5,0,0,0,0,0,0,249400,401.0
2004-06,Albany Park,0,23,84,24,2,64,8,7,0,1,1,0,2,3,18,22,0,2,1,29,6,5,0,20,5,0,67,4,0,0,0,0,0,0,251300,398.0
2004-07,Albany Park,1,24,70,18,2,58,8,8,0,1,1,0,0,4,14,25,0,3,0,15,3,5,0,9,7,1,89,2,0,0,0,0,0,0,253500,368.0
2004-08,Albany Park,0,22,73,18,3,52,16,8,1,1,2,1,2,2,19,16,0,1,1,25,5,6,0,25,0,0,101,5,0,0,0,0,0,0,256100,405.0
2004-09,Albany Park,1,30,78,21,3,52,9,6,2,0,1,0,1,5,30,29,0,2,0,24,9,2,0,17,2,1,69,2,0,0,0,0,0,0,258800,396.0
2004-10,Albany Park,0,16,69,21,1,49,7,8,0,1,0,1,0,1,29,30,0,4,0,29,9,3,0,19,2,1,65,1,0,0,0,0,0,0,261600,366.0
2004-11,Albany Park,1,16,67,24,2,57,8,7,1,0,0,0,1,2,33,24,0,4,0,38,2,2,0,10,2,1,63,4,0,0,0,0,0,0,263800,369.0
2004-12,Albany Park,0,14,60,16,1,47,17,18,0,0,1,0,0,0,37,26,0,1,0,21,0,1,0,16,0,0,67,3,0,0,0,0,0,0,265800,346.0
2005-01,Albany Park,0,11,59,17,1,40,16,7,1,0,1,1,0,1,30,27,0,4,0,30,11,2,0,15,1,0,55,4,0,0,0,0,0,0,267700,334.0
2005-02,Albany Park,0,18,56,19,1,48,13,5,0,0,2,0,0,5,38,21,0,1,1,31,1,2,0,7,2,0,51,1,0,0,0,0,0,0,269600,323.0
2005-03,Albany Park,0,16,76,28,0,51,13,16,0,0,1,0,0,2,39,39,0,2,0,39,0,4,0,14,2,0,51,8,0,0,0,0,0,0,272100,401.0
2005-04,Albany Park,1,26,55,27,2,50,5,11,1,0,0,0,0,7,35,48,0,2,0,35,1,2,0,5,2,0,76,3,0,0,0,0,0,0,274900,394.0
2005-05,Albany Park,0,16,84,30,0,54,14,10,2,1,1,0,0,7,30,38,0,5,0,26,11,8,0,5,1,0,65,4,0,0,0,0,0,0,277600,412.0
2005-06,Albany Park,0,22,80,21,2,33,13,13,1,0,0,0,1,3,21,27,0,4,0,27,11,6,0,12,4,0,55,4,0,0,0,0,0,0,279900,360.0
2005-07,Albany Park,0,25,90,14,2,49,12,7,1,2,1,1,0,2,23,33,0,1,0,24,13,6,0,18,8,0,59,3,0,0,0,0,0,0,282000,394.0
2005-08,Albany Park,1,17,73,20,2,56,17,11,0,0,1,0,0,4,27,34,0,5,0,26,0,10,0,23,2,1,62,1,0,0,0,0,0,0,283600,393.0
2005-09,Albany Park,1,20,116,41,1,74,9,13,3,0,3,0,2,2,25,23,0,1,0,31,12,8,0,15,1,0,78,2,0,0,0,0,0,0,285000,481.0
2005-10,Albany Park,0,25,77,19,3,49,13,6,0,1,0,0,0,2,33,29,0,1,0,26,9,5,0,16,3,0,73,3,0,0,0,0,0,0,286200,393.0
2005-11,Albany Park,0,17,60,26,2,56,16,11,2,0,0,0,0,2,22,21,0,0,0,32,13,2,0,15,2,0,64,2,0,0,0,0,0,0,287100,365.0
2005-12,Albany Park,0,22,54,24,2,44,13,9,3,0,0,1,1,3,24,16,0,3,0,18,10,4,0,17,1,0,46,1,0,0,0,0,0,0,287800,316.0
2006-01,Albany Park,0,12,63,34,1,75,10,13,1,1,0,0,0,7,14,33,0,2,0,25,5,6,0,9,3,1,83,2,0,0,0,0,0,0,288300,400.0
2006-02,Albany Park,0,14,51,14,2,45,15,10,1,0,0,1,0,0,17,18,0,4,1,22,0,7,0,16,2,0,68,2,0,0,0,0,0,0,288500,310.0
2006-03,Albany Park,0,30,61,24,0,46,12,12,3,0,1,0,0,8,17,18,0,4,0,20,8,10,0,11,0,0,50,3,0,0,0,0,0,0,288800,338.0
2006-04,Albany Park,0,30,71,16,1,44,11,5,0,0,0,1,0,3,19,16,0,3,0,36,1,8,0,13,2,0,73,3,0,0,0,0,0,0,289400,356.0
2006-05,Albany Park,1,38,94,17,1,59,15,11,1,0,2,0,0,4,17,24,0,2,0,32,24,6,0,11,3,0,89,2,0,0,0,0,0,0,289600,453.0
2006-06,Albany Park,1,34,94,28,1,52,7,10,0,0,2,0,0,3,15,28,0,2,0,40,10,9,0,17,2,1,62,2,0,0,0,0,0,0,289700,420.0
2006-07,Albany Park,1,23,90,31,2,56,5,8,1,0,3,1,1,0,20,14,0,1,0,35,11,3,0,14,2,0,99,4,0,0,0,0,0,0,290200,425.0
2006-08,Albany Park,0,27,77,40,0,63,11,12,0,0,1,1,0,0,23,20,0,6,0,36,9,4,0,26,3,0,51,4,0,0,0,0,0,0,290900,414.0
2006-09,Albany Park,0,24,77,22,0,64,12,12,0,0,2,0,1,1,33,36,0,1,0,26,7,14,0,13,6,0,68,6,0,0,0,0,0,0,291700,425.0
2006-10,Albany Park,1,35,79,25,3,78,14,6,1,0,1,2,0,4,10,22,0,2,0,30,3,6,0,13,2,0,56,5,0,0,0,0,0,0,292400,398.0
2006-11,Albany Park,1,11,89,32,1,53,8,11,0,1,0,0,0,2,13,20,0,2,0,33,9,13,0,12,1,0,54,4,0,0,0,0,0,0,292800,370.0
2006-12,Albany Park,0,21,62,25,1,55,12,6,1,0,1,1,0,0,15,14,0,2,0,31,1,4,0,13,3,0,52,3,0,0,0,0,0,0,293200,323.0
2007-01,Albany Park,0,17,53,22,0,38,11,6,2,0,0,1,0,0,17,20,0,2,0,25,1,4,0,8,2,0,50,9,0,0,0,0,0,0,293300,288.0
2007-02,Albany Park,0,4,51,13,1,31,9,13,0,1,0,0,0,0,16,22,0,1,0,29,0,3,0,8,1,0,39,1,0,0,0,0,0,0,292900,243.0
2007-03,Albany Park,2,23,71,16,2,58,14,8,0,1,1,0,0,1,12,43,0,5,0,38,0,5,0,6,2,1,57,3,0,0,0,0,0,0,292800,369.0
2007-04,Albany Park,0,25,73,14,0,55,14,9,0,0,0,0,0,2,14,21,0,1,0,35,4,3,0,12,2,0,58,3,0,0,0,0,0,0,293300,345.0
2007-05,Albany Park,1,32,96,31,0,55,11,11,0,1,0,0,0,1,14,22,0,6,0,19,7,5,0,12,5,0,67,3,0,0,0,0,0,0,293400,399.0
2007-06,Albany Park,0,21,89,44,4,49,7,11,0,0,0,0,0,1,16,14,0,4,0,31,4,4,0,14,6,0,54,2,0,0,0,0,0,0,293300,375.0
2007-07,Albany Park,3,15,92,46,3,58,9,11,0,0,1,1,0,1,27,18,0,2,0,31,5,3,0,14,2,0,67,5,0,0,0,0,0,0,293500,414.0
2007-08,Albany Park,0,26,67,25,3,57,18,11,1,1,3,0,0,1,22,34,0,3,0,28,8,11,0,18,4,0,70,1,0,0,0,0,0,0,293500,412.0
2007-09,Albany Park,0,25,78,29,0,52,12,9,0,0,0,1,0,3,22,37,0,1,0,28,3,1,0,20,6,0,59,3,0,0,0,0,0,0,293900,389.0
2007-10,Albany Park,1,20,70,37,3,64,20,8,0,0,1,0,0,0,25,24,0,5,0,27,0,7,0,19,3,0,63,2,0,0,0,0,0,0,295200,399.0
2007-11,Albany Park,0,13,65,25,2,52,7,10,0,0,1,0,0,2,22,28,0,3,0,21,0,7,0,10,0,1,54,4,0,0,0,0,0,0,296600,327.0
2007-12,Albany Park,1,13,57,20,0,49,9,12,0,0,0,0,0,1,28,23,0,2,0,25,1,5,0,14,0,0,65,2,0,0,0,0,0,0,297400,327.0
2008-01,Albany Park,0,19,73,20,0,60,12,11,0,2,0,0,0,2,31,19,0,4,0,23,1,3,0,12,1,0,47,1,0,0,0,0,0,0,297200,341.0
2008-02,Albany Park,0,22,58,19,2,48,6,3,0,0,2,0,0,0,17,17,0,1,0,18,0,3,0,12,2,0,34,0,0,0,0,0,0,0,295400,264.0
2008-03,Albany Park,2,26,78,21,2,55,5,4,0,0,0,0,1,4,17,22,0,2,0,25,0,3,0,10,2,0,76,3,0,0,0,0,0,0,293400,358.0
2008-04,Albany Park,1,16,88,24,0,58,11,12,0,0,1,1,0,2,26,25,0,2,0,29,0,8,0,12,1,0,70,1,0,0,0,0,0,0,291300,388.0
2008-05,Albany Park,3,19,73,13,1,70,10,12,0,0,1,1,1,0,13,23,0,0,0,20,2,2,0,14,2,1,69,2,0,0,0,0,0,0,288000,352.0
2008-06,Albany Park,1,20,61,23,3,51,5,10,0,1,1,0,1,0,23,11,0,2,0,29,3,2,0,11,5,0,61,2,0,0,0,0,0,0,283700,326.0
2008-07,Albany Park,0,29,86,28,0,75,14,19,0,1,0,1,0,6,25,28,0,5,0,26,0,3,0,18,3,0,99,4,0,0,0,0,0,0,279300,470.0
2008-08,Albany Park,0,24,70,25,0,73,14,5,0,0,0,0,1,5,18,28,0,3,1,26,10,4,0,9,6,0,67,3,0,0,0,0,0,0,274700,392.0
2008-09,Albany Park,1,34,79,25,1,69,15,14,0,0,0,0,1,3,33,27,0,3,0,32,2,3,0,11,1,0,65,4,0,0,0,0,0,0,270400,423.0
2008-10,Albany Park,0,22,73,24,0,76,20,12,0,0,0,0,0,1,20,15,0,1,0,23,12,5,0,13,0,0,65,2,0,0,0,0,0,0,266800,384.0
2008-11,Albany Park,1,19,64,28,0,44,8,12,0,0,1,0,0,1,17,23,0,2,0,21,1,1,0,9,1,0,63,3,0,0,0,0,0,0,263200,319.0
2008-12,Albany Park,0,18,51,25,0,54,10,16,0,0,0,0,0,0,10,25,0,0,0,20,0,5,0,10,1,0,48,3,0,0,0,0,0,0,259400,296.0
2009-01,Albany Park,1,16,70,16,0,62,5,7,0,2,0,0,0,3,15,18,0,3,0,27,1,6,0,12,0,0,62,1,0,0,0,0,0,0,255600,327.0
2009-02,Albany Park,0,21,46,15,1,37,10,10,0,0,0,0,1,0,26,34,0,3,0,28,0,1,0,15,2,0,57,4,0,0,0,0,0,0,251400,311.0
2009-03,Albany Park,1,17,68,21,1,76,5,15,1,1,2,0,0,4,29,31,0,2,0,18,4,4,0,5,2,0,68,2,0,0,0,0,0,0,247500,377.0
2009-04,Albany Park,0,25,75,33,1,57,17,8,0,0,0,0,1,3,16,27,0,1,0,36,4,5,0,16,2,0,66,2,0,0,0,0,0,0,243700,395.0
2009-05,Albany Park,0,21,77,22,1,63,11,4,0,2,0,1,0,4,18,25,0,3,0,31,5,7,0,7,1,3,70,3,0,0,0,0,0,0,238800,379.0
2009-06,Albany Park,1,20,55,23,2,57,11,9,0,0,0,0,0,1,18,17,0,3,0,32,1,3,0,10,0,3,47,2,0,0,0,0,0,0,233900,315.0
2009-07,Albany Park,1,18,71,25,1,50,9,11,1,1,0,0,0,2,14,19,0,1,0,25,4,5,0,17,7,0,67,2,0,0,0,0,0,0,230100,351.0
2009-08,Albany Park,0,11,48,23,2,49,3,13,0,0,0,0,0,2,18,31,0,3,0,20,3,4,0,13,4,0,63,3,0,0,0,0,0,0,226900,313.0
2009-09,Albany Park,0,14,58,31,0,49,5,10,0,2,2,1,1,3,17,29,0,1,0,16,0,7,0,14,5,0,82,2,0,0,0,0,0,0,223800,349.0
2009-10,Albany Park,0,18,50,30,1,57,3,6,0,0,0,0,0,1,19,20,0,3,0,14,2,2,0,13,2,0,68,3,0,0,0,0,0,0,221300,312.0
2009-11,Albany Park,0,13,43,25,0,89,12,12,0,0,0,0,0,4,19,22,0,2,0,21,1,3,0,5,0,0,79,1,0,0,0,0,0,0,219200,351.0
2009-12,Albany Park,0,8,40,19,2,32,5,12,0,1,0,0,0,1,24,18,0,2,0,21,1,3,0,5,2,0,61,2,0,0,0,0,0,0,216100,259.0
2010-01,Albany Park,0,13,55,18,2,36,11,10,0,0,0,0,0,1,20,27,1,2,0,12,1,1,0,16,0,0,49,2,0,0,0,0,0,0,214100,277.0
2010-02,Albany Park,1,7,55,16,2,40,6,13,0,0,0,0,0,4,15,32,1,4,0,32,2,1,0,4,1,0,65,3,0,0,0,0,0,0,215200,304.0
2010-03,Albany Park,1,16,58,25,3,41,16,11,1,0,0,0,1,4,15,39,0,4,0,29,0,4,0,15,5,0,81,4,0,0,0,0,0,0,213400,373.0
2010-04,Albany Park,0,20,49,23,1,64,9,5,0,0,3,0,0,2,13,33,0,2,0,32,2,6,0,7,0,0,67,1,0,0,0,0,0,0,207900,339.0
2010-05,Albany Park,0,13,67,22,4,52,11,14,0,0,0,0,0,2,20,34,0,4,0,25,1,3,0,10,0,1,59,1,0,0,0,0,0,0,205700,343.0
2010-06,Albany Park,0,18,63,22,2,42,10,9,0,0,2,0,0,0,23,36,0,1,0,27,1,5,0,15,3,0,76,3,0,0,0,0,0,0,206500,358.0
2010-07,Albany Park,1,17,73,28,2,56,15,14,0,0,2,0,0,4,23,32,0,6,0,19,0,4,0,7,2,0,80,3,0,0,0,0,0,0,205900,388.0
2010-08,Albany Park,7,26,66,42,3,44,13,6,0,1,2,0,0,0,22,29,0,3,0,27,4,3,0,15,2,0,61,2,0,0,0,0,0,0,205400,378.0
2010-09,Albany Park,0,15,60,31,1,53,7,9,0,0,2,0,0,2,24,29,0,3,0,22,0,6,0,7,1,0,67,6,0,0,0,0,0,0,204500,345.0
2010-10,Albany Park,2,21,69,25,2,51,13,11,0,1,1,2,0,3,34,43,0,5,0,32,1,2,0,20,3,1,42,3,0,0,0,0,0,0,202600,387.0
2010-11,Albany Park,1,10,64,28,1,38,9,7,0,0,1,0,0,4,21,38,0,2,0,23,1,3,0,22,1,0,40,2,0,0,0,0,0,0,200300,316.0
2010-12,Albany Park,0,11,44,12,0,30,7,10,0,0,0,0,0,2,41,22,0,5,0,19,0,3,0,14,1,0,39,1,0,0,0,0,0,0,198100,261.0
2011-01,Albany Park,3,2,44,14,0,40,5,11,1,0,0,0,0,2,26,33,0,4,0,22,1,2,0,8,3,0,53,4,0,0,0,0,0,0,196900,278.0
2011-02,Albany Park,0,14,39,13,0,53,8,8,0,0,0,0,0,1,26,22,0,1,0,26,0,1,0,11,4,0,30,2,0,0,0,0,0,0,196500,259.0
2011-03,Albany Park,1,17,55,16,0,44,7,7,0,0,0,1,0,1,24,32,0,1,0,15,1,3,0,7,0,0,52,3,0,0,0,0,0,0,196100,287.0
2011-04,Albany Park,0,14,53,19,1,60,3,12,0,0,1,0,0,3,29,28,0,3,0,28,2,2,0,4,1,0,35,2,0,0,0,0,0,0,195300,300.0
2011-05,Albany Park,1,26,59,26,2,45,5,9,0,0,1,0,0,1,18,29,0,2,0,22,0,3,0,16,4,0,52,1,0,0,0,0,0,0,194100,322.0
2011-06,Albany Park,0,13,53,19,2,47,7,13,1,1,0,1,0,1,15,14,0,4,0,26,0,2,0,6,1,0,59,2,0,0,0,0,0,0,191100,287.0
2011-07,Albany Park,0,16,69,21,1,42,3,10,0,0,0,1,0,3,18,16,0,1,0,16,1,4,0,14,2,0,61,0,0,0,0,0,0,0,187600,299.0
2011-08,Albany Park,1,23,69,34,2,38,5,5,0,0,1,0,0,1,16,24,0,2,0,15,0,3,0,13,0,0,46,3,0,0,0,0,0,0,184200,301.0
2011-09,Albany Park,0,17,56,28,0,49,10,13,0,1,1,0,0,0,15,27,0,0,0,18,1,4,0,19,1,0,54,3,0,0,0,0,0,0,180300,317.0
2011-10,Albany Park,0,13,58,38,1,40,5,9,0,1,1,0,0,1,21,30,0,3,0,21,0,4,0,20,2,0,51,4,0,0,0,0,0,0,176000,323.0
2011-11,Albany Park,1,11,42,30,0,46,6,5,0,0,1,0,0,0,22,23,0,1,0,13,2,5,0,20,0,1,61,3,0,0,0,0,0,0,172900,293.0
2011-12,Albany Park,1,6,52,28,3,40,4,6,0,2,0,0,0,2,23,21,0,1,0,19,0,2,0,9,1,0,49,2,0,0,0,0,0,0,172000,271.0
2012-01,Albany Park,0,10,49,23,2,35,5,10,0,1,2,0,0,4,26,30,0,1,0,23,0,2,0,7,2,3,39,3,0,0,0,0,0,0,170200,277.0
2012-02,Albany Park,2,7,40,26,0,41,6,5,0,0,2,0,0,0,18,32,0,2,0,19,0,2,0,8,3,0,41,4,0,0,0,0,0,0,167000,258.0
2012-03,Albany Park,0,11,51,32,0,41,2,6,0,1,0,1,0,2,23,16,0,4,0,17,1,4,0,9,1,1,59,3,0,0,0,0,0,0,165300,285.0
2012-04,Albany Park,1,12,50,14,2,42,3,12,0,0,0,0,0,1,19,29,0,0,0,17,0,3,0,12,0,0,43,2,0,0,0,0,0,0,165400,262.0
2012-05,Albany Park,2,10,51,19,1,58,5,3,0,0,0,0,0,0,37,17,0,2,0,22,0,5,0,13,2,0,66,3,0,0,0,0,0,0,165200,316.0
2012-06,Albany Park,0,15,47,25,0,38,7,7,0,0,0,0,0,0,17,16,0,1,0,19,2,2,0,5,2,0,70,2,0,0,0,0,0,0,164900,275.0
2012-07,Albany Park,1,14,71,30,1,30,5,5,0,0,1,1,0,1,15,15,0,4,0,16,0,1,0,10,4,0,58,5,0,0,0,0,0,0,165200,288.0
2012-08,Albany Park,0,11,69,27,3,32,6,7,0,1,0,0,1,2,14,13,0,0,0,19,1,2,0,14,2,0,40,2,0,0,0,0,0,0,166200,266.0
2012-09,Albany Park,0,13,50,20,0,35,2,6,0,0,0,0,0,3,22,11,0,2,0,9,3,2,0,11,1,0,41,7,0,0,0,0,0,0,167500,238.0
2012-10,Albany Park,2,13,44,30,2,38,10,5,0,0,0,0,0,0,27,20,0,3,0,17,1,6,0,10,1,0,52,0,0,0,0,0,0,0,168000,281.0
2012-11,Albany Park,0,14,51,38,0,29,6,9,0,2,0,0,0,1,38,17,0,3,0,14,1,2,0,5,1,2,55,2,0,0,0,0,0,0,168000,290.0
2012-12,Albany Park,0,13,46,27,0,31,5,9,0,0,2,0,1,1,21,22,0,0,0,13,0,1,0,15,1,0,54,4,0,0,0,0,0,0,168700,266.0
2013-01,Albany Park,0,15,57,14,1,41,3,12,0,0,0,1,0,1,33,15,0,3,0,23,0,3,0,6,0,0,54,0,0,0,0,0,0,0,170200,282.0
2013-02,Albany Park,0,4,33,22,0,35,3,4,0,0,0,0,0,3,26,16,0,3,0,12,0,2,0,6,2,0,27,2,0,0,0,0,0,0,171200,200.0
2013-03,Albany Park,0,11,50,17,1,38,5,10,0,1,0,0,0,1,25,19,0,4,0,22,1,0,0,4,2,0,45,0,0,0,0,0,0,0,171600,256.0
2013-04,Albany Park,0,14,39,16,0,34,3,11,0,1,2,0,1,2,18,18,0,3,0,20,0,4,0,14,4,0,33,2,0,0,0,0,0,0,173200,239.0
2013-05,Albany Park,0,19,41,12,1,45,6,10,1,1,1,2,0,2,18,22,0,3,0,20,0,4,0,8,0,0,51,2,0,0,0,0,0,0,175800,269.0
2013-06,Albany Park,1,11,52,14,3,39,3,6,1,0,2,0,1,2,11,6,0,3,0,15,0,3,0,10,1,0,49,2,0,0,0,0,0,0,179400,235.0
2013-07,Albany Park,2,17,56,11,1,45,2,14,0,0,1,0,1,1,11,21,0,1,0,27,1,1,0,15,0,0,50,1,0,0,0,0,0,0,183600,279.0
2013-08,Albany Park,0,19,60,14,2,31,7,6,0,0,1,0,0,0,10,12,0,1,0,17,0,1,0,17,1,0,66,1,0,0,0,0,0,0,186600,266.0
2013-09,Albany Park,0,21,51,10,1,41,4,6,0,0,1,0,0,2,13,16,0,3,0,15,2,3,0,24,2,0,66,3,0,0,0,0,0,0,189400,284.0
2013-10,Albany Park,0,12,55,16,1,35,6,12,0,1,2,0,0,0,13,16,0,5,0,12,9,5,0,8,0,0,56,2,0,0,0,0,0,0,192600,266.0
2013-11,Albany Park,0,9,19,16,0,33,1,4,0,0,0,0,1,0,18,12,0,2,0,13,0,3,0,12,1,0,63,2,0,0,0,0,0,0,194600,209.0
2013-12,Albany Park,1,9,37,18,0,26,4,6,0,0,0,0,0,0,14,14,0,3,0,8,1,3,0,19,1,0,34,1,0,0,0,0,0,0,195400,199.0
2014-01,Albany Park,0,9,27,14,1,23,4,5,0,0,2,0,0,3,11,11,0,3,0,16,0,5,0,4,1,0,28,1,0,0,0,0,0,0,195800,168.0
